email,contains_win,contains_free,contains_offer,contains_click,is_weekend,is_unknown_sender,word_count,num_special_chars,num_digits,sent_time
no_spam,0,0,0,0,0,0,5,4,0,11
no_spam,0,0,0,0,0,0,69,2,4,22
no_spam,0,0,0,1,0,0,77,6,0,0
no_spam,0,1,0,0,0,0,100,5,0,5
no_spam,1,0,1,0,0,1,94,0,3,0
no_spam,0,1,1,0,0,0,8,2,0,6
no_spam,1,0,0,0,0,0,16,0,2,12
no_spam,0,0,0,0,0,0,17,9,0,12
spam,0,1,1,1,1,1,94,4,0,12
no_spam,1,1,1,0,0,0,68,8,2,5
no_spam,0,1,1,0,0,0,100,10,0,22
spam,0,1,1,1,0,0,54,8,0,10
spam,1,0,1,1,0,0,100,4,1,17
no_spam,1,0,1,0,0,0,18,0,3,20
no_spam,0,0,0,0,0,1,100,2,5,23
no_spam,0,0,0,0,0,0,57,2,0,21
spam,1,1,0,1,0,1,90,2,0,21
spam,1,0,1,1,1,0,31,1,0,0
spam,1,0,1,1,1,1,43,9,0,11
no_spam,0,1,0,0,0,1,93,10,5,11
no_spam,1,0,0,0,0,0,41,5,2,8
no_spam,0,0,0,0,1,0,56,0,2,0
no_spam,0,0,1,0,0,0,67,10,0,23
no_spam,0,0,0,0,0,0,33,6,0,6
no_spam,0,0,1,0,0,0,67,5,3,15
no_spam,0,1,0,0,0,1,5,3,1,23
no_spam,0,1,0,0,0,1,9,4,3,0
no_spam,1,1,0,0,0,0,31,0,2,1
no_spam,1,0,0,0,0,0,76,8,0,7
no_spam,0,1,0,0,1,0,30,6,0,1
no_spam,0,0,1,0,0,0,21,6,2,21
spam,1,0,1,0,1,0,5,1,0,5
no_spam,0,0,1,0,0,0,5,6,1,21
spam,1,0,0,0,1,1,12,1,0,23
no_spam,0,0,0,0,0,0,55,3,3,18
no_spam,0,0,0,0,0,0,42,5,1,1
no_spam,0,0,0,0,0,0,79,5,0,11
no_spam,0,0,0,1,0,0,100,6,0,23
spam,1,1,1,1,0,1,89,7,1,9
no_spam,1,0,1,0,0,0,26,0,4,0
spam,1,1,1,1,1,1,17,0,4,18
no_spam,1,0,0,0,0,0,32,0,3,2
spam,0,0,1,0,1,1,53,4,4,18
no_spam,0,0,0,1,0,1,24,8,2,18
spam,0,1,1,0,0,0,46,0,3,8
no_spam,1,0,0,0,0,0,82,10,0,7
no_spam,0,1,0,0,0,0,34,1,2,4
no_spam,0,0,0,1,0,0,82,6,2,9
spam,0,0,0,0,1,0,85,2,3,11
no_spam,0,0,0,0,0,0,6,1,0,23
no_spam,0,0,0,0,0,1,66,0,2,23
spam,1,1,1,1,1,1,29,4,5,14
no_spam,0,0,0,0,1,0,77,7,4,19
no_spam,0,0,0,0,0,0,21,3,2,0
no_spam,0,0,0,0,0,0,94,1,0,23
no_spam,0,0,1,0,0,0,5,6,0,14
spam,0,1,0,1,1,1,26,7,1,13
spam,0,1,1,1,1,0,27,4,3,23
no_spam,0,0,0,0,0,0,53,6,0,15
spam,1,0,1,1,1,1,5,3,0,9
no_spam,0,0,0,0,0,0,55,0,0,23
no_spam,0,0,0,0,1,0,100,0,4,0
no_spam,0,1,1,0,0,0,100,8,5,4
no_spam,0,0,0,0,0,0,60,3,0,6
no_spam,0,0,0,0,0,0,67,0,2,0
spam,0,1,1,1,1,1,37,1,5,16
spam,0,0,1,1,1,1,40,5,4,14
no_spam,1,1,0,0,0,0,100,4,3,22
no_spam,0,0,1,0,0,0,17,2,0,8
no_spam,0,0,0,1,0,0,5,4,4,17
spam,0,1,1,1,0,0,64,0,4,0
spam,0,1,1,1,0,1,5,0,0,10
no_spam,0,0,1,1,0,0,83,10,0,22
spam,1,1,1,0,0,1,5,6,2,15
no_spam,0,0,0,0,1,1,75,1,1,7
no_spam,0,0,0,0,0,0,94,10,1,12
no_spam,0,0,0,0,0,0,90,10,2,8
no_spam,1,1,0,0,0,0,88,0,0,6
no_spam,0,1,0,1,1,1,54,5,3,3
no_spam,0,0,0,0,0,0,5,6,4,7
no_spam,1,0,0,0,0,0,22,0,0,1
no_spam,0,1,0,0,1,0,16,9,0,17
no_spam,1,0,0,0,1,1,76,3,3,8
no_spam,0,0,0,0,0,0,46,0,0,0
no_spam,0,0,0,0,0,0,100,0,0,6
spam,1,1,1,1,1,1,55,9,0,23
no_spam,0,0,0,0,1,0,52,9,0,23
no_spam,0,0,0,0,0,0,94,6,0,1
no_spam,0,0,0,0,0,1,51,0,1,5
spam,1,1,1,1,1,1,45,10,3,0
spam,1,1,1,1,1,1,70,8,3,23
no_spam,0,0,0,1,0,0,94,6,0,15
no_spam,0,1,0,0,0,1,75,7,2,3
spam,1,1,0,1,1,0,32,8,4,8
no_spam,0,0,0,0,0,0,45,0,3,6
no_spam,0,0,0,0,0,1,100,0,0,1
no_spam,0,0,0,0,0,0,100,0,0,2
no_spam,1,0,0,1,0,0,5,8,5,14
no_spam,1,0,0,0,0,0,44,8,0,15
no_spam,0,0,1,0,0,0,68,4,2,0
no_spam,0,1,0,0,1,0,95,3,1,16
spam,1,0,1,1,1,0,61,0,0,15
no_spam,0,0,1,0,0,1,60,9,0,15
spam,0,1,0,1,0,0,7,2,2,16
no_spam,0,0,0,0,0,0,5,3,2,9
no_spam,1,1,0,0,0,1,72,6,1,13
no_spam,0,0,1,0,0,0,81,4,3,15
spam,0,0,1,1,1,1,5,3,1,12
spam,1,0,1,1,1,1,100,10,5,12
no_spam,1,0,0,0,0,0,41,6,2,23
spam,0,0,0,1,1,1,30,6,1,18
no_spam,0,0,0,0,0,0,59,5,0,10
spam,0,1,1,1,1,0,53,2,1,8
no_spam,0,1,0,1,1,1,96,4,0,7
spam,1,1,1,1,1,1,76,0,0,18
no_spam,1,0,0,0,0,0,32,4,2,4
no_spam,0,0,0,0,0,0,68,5,4,16
no_spam,0,0,0,0,1,1,78,3,2,23
no_spam,0,0,1,0,0,1,14,5,0,10
no_spam,0,0,0,1,1,0,5,3,1,12
no_spam,0,0,1,0,0,1,28,1,5,23
no_spam,1,0,0,0,1,0,28,2,1,7
no_spam,0,0,0,0,0,0,5,8,4,0
no_spam,1,0,0,0,0,0,5,3,0,6
no_spam,0,0,0,1,0,1,22,3,0,6
spam,1,0,1,0,1,0,64,4,1,3
no_spam,0,0,0,0,0,0,39,0,4,19
no_spam,1,0,0,0,0,1,7,6,3,23
no_spam,0,0,0,0,0,0,24,0,3,23
no_spam,0,0,0,0,0,1,42,10,5,10
no_spam,0,0,1,1,1,1,31,4,0,5
no_spam,0,1,0,0,0,1,5,10,2,13
no_spam,0,0,0,0,0,0,63,7,0,23
spam,0,1,0,0,0,1,42,8,0,22
no_spam,1,0,0,0,0,0,100,0,1,23
no_spam,1,0,1,0,1,0,86,0,0,0
no_spam,0,0,0,0,0,0,25,4,2,21
no_spam,0,1,0,0,0,1,54,6,0,15
spam,0,1,1,1,0,1,44,6,5,2
no_spam,1,0,0,0,0,1,91,10,2,10
no_spam,0,0,0,1,0,0,54,0,0,7
no_spam,0,0,0,0,0,0,97,4,1,13
no_spam,0,0,0,0,0,0,96,3,0,20
no_spam,0,0,0,0,0,0,62,0,3,16
spam,1,1,1,1,1,0,75,4,1,23
spam,1,1,0,0,1,1,95,9,0,0
spam,0,1,1,1,1,0,21,10,2,21
spam,1,1,1,0,0,1,80,2,0,18
no_spam,0,0,1,0,0,0,33,9,0,23
no_spam,0,0,0,0,0,0,58,4,3,20
spam,1,0,1,0,1,1,38,0,2,1
spam,1,1,1,1,1,1,63,1,0,14
spam,1,1,1,1,0,1,99,5,5,11
no_spam,0,1,0,1,1,0,45,2,0,7
no_spam,0,1,0,0,1,0,5,4,0,7
spam,0,0,0,0,0,1,5,5,0,18
no_spam,0,0,0,0,0,0,84,2,2,21
spam,1,0,1,1,1,1,100,1,3,12
no_spam,0,0,0,0,0,0,25,9,1,4
no_spam,0,1,0,0,1,0,96,10,1,23
no_spam,0,0,1,0,0,0,71,2,5,23
spam,1,1,1,1,1,1,66,1,0,8
no_spam,0,0,0,0,0,0,5,1,1,6
no_spam,1,1,0,0,1,1,100,0,1,5
spam,0,0,1,1,1,1,89,1,1,10
no_spam,1,0,0,0,0,0,22,5,0,22
spam,1,0,0,1,0,1,58,4,2,22
no_spam,0,1,0,1,1,1,29,4,0,10
spam,0,1,1,0,0,1,100,4,0,12
no_spam,0,0,0,0,1,0,20,1,4,4
spam,0,1,1,0,1,1,13,3,4,20
spam,1,1,1,1,1,0,20,5,2,11
no_spam,1,0,0,0,0,0,12,5,2,16
no_spam,0,0,0,0,1,0,8,10,0,2
no_spam,1,0,1,0,0,0,68,9,2,18
no_spam,0,0,0,0,0,0,53,2,4,6
spam,0,1,1,1,0,0,54,0,2,0
no_spam,0,0,0,1,0,0,5,2,2,9
no_spam,0,0,0,0,1,0,72,6,3,18
no_spam,0,0,0,0,0,0,79,10,0,2
spam,1,1,0,1,1,1,95,1,2,20
spam,1,1,1,0,0,1,54,9,0,0
no_spam,0,0,0,1,1,0,88,5,0,10
no_spam,0,1,0,0,0,0,100,7,0,15
no_spam,0,0,0,0,0,1,71,7,3,14
no_spam,0,1,0,0,0,1,86,0,0,2
no_spam,0,1,1,1,0,0,5,3,0,21
no_spam,0,0,0,0,0,1,98,5,3,13
no_spam,0,0,0,0,1,0,42,5,2,19
no_spam,0,1,0,0,0,0,33,9,0,15
no_spam,0,0,0,0,0,0,13,5,3,6
no_spam,0,0,0,0,0,0,100,0,0,5
no_spam,0,0,0,0,0,1,54,9,3,3
spam,1,0,1,0,1,1,77,5,2,20
no_spam,0,0,1,0,1,0,68,0,0,6
no_spam,1,0,0,0,0,0,20,6,0,0
no_spam,0,0,0,0,1,1,63,1,4,7
spam,1,0,1,1,1,1,100,10,3,17
spam,1,1,0,1,1,1,87,5,4,6
no_spam,0,0,0,0,0,1,30,6,1,17
no_spam,0,1,0,0,0,0,39,5,4,0
no_spam,0,1,0,1,1,0,88,2,2,22
no_spam,0,0,1,1,1,0,44,3,1,10
no_spam,1,0,0,0,0,0,28,6,3,0
no_spam,0,0,1,0,0,0,64,5,5,0
no_spam,0,0,0,0,1,0,58,7,5,7
no_spam,1,0,0,0,0,0,23,10,4,3
no_spam,0,0,0,0,0,0,18,2,3,20
no_spam,0,0,0,1,0,0,34,6,2,6
no_spam,0,0,0,0,0,0,74,1,4,21
no_spam,0,1,1,0,0,0,53,10,5,23
no_spam,0,1,1,0,0,1,9,4,0,20
spam,0,1,1,0,1,0,41,2,1,8
no_spam,0,0,0,1,1,0,42,4,5,4
no_spam,0,0,0,0,1,0,41,3,1,8
spam,1,1,0,1,0,1,57,2,1,17
no_spam,0,0,0,0,0,1,20,3,0,7
no_spam,1,0,1,1,0,0,50,0,1,23
no_spam,0,1,0,0,0,0,10,8,2,18
spam,1,1,1,1,1,1,73,0,3,1
spam,0,0,0,0,0,0,5,0,5,10
no_spam,0,0,0,0,0,0,75,4,0,12
no_spam,0,0,0,1,1,0,14,4,1,5
no_spam,0,0,0,0,0,0,84,0,2,16
no_spam,0,1,0,1,0,0,87,0,3,0
no_spam,0,0,0,0,0,0,35,10,5,8
no_spam,0,0,0,0,0,0,64,4,0,23
no_spam,0,1,0,0,0,0,57,6,4,11
spam,0,1,1,0,1,1,74,4,3,5
no_spam,0,0,0,0,0,1,48,8,2,3
no_spam,1,0,0,0,0,0,59,10,0,0
no_spam,0,0,0,0,1,0,5,10,0,23
spam,0,1,1,0,1,0,92,2,1,23
no_spam,0,1,0,1,0,0,82,1,3,4
no_spam,0,1,0,0,0,0,75,5,0,16
no_spam,0,0,0,0,0,0,27,2,0,11
no_spam,0,0,0,1,0,0,44,0,0,11
spam,1,1,0,1,1,1,56,6,3,0
no_spam,0,0,0,0,0,1,43,0,2,1
no_spam,1,0,0,0,0,1,98,10,3,16
no_spam,0,0,1,0,1,0,19,0,1,10
no_spam,0,0,0,0,0,0,100,10,1,10
spam,1,1,0,1,1,1,62,0,2,23
no_spam,1,0,0,0,0,0,16,4,0,8
no_spam,1,1,1,1,0,1,5,8,0,0
no_spam,0,0,0,0,1,0,100,3,2,11
no_spam,0,0,0,1,0,0,100,6,2,6
spam,1,1,1,1,0,1,39,3,0,19
no_spam,0,0,0,0,0,0,24,4,0,13
spam,1,1,1,1,1,1,21,0,1,10
spam,1,1,1,1,1,0,5,5,0,23
no_spam,0,0,1,0,0,0,42,6,0,17
no_spam,0,0,0,0,0,0,98,2,0,15
no_spam,0,0,0,0,0,0,39,3,0,21
no_spam,1,0,0,0,1,1,100,0,4,6
no_spam,0,1,0,0,1,0,28,3,3,15
no_spam,1,0,0,0,0,0,96,10,0,0
no_spam,1,0,0,0,0,0,30,5,0,23
no_spam,0,0,0,0,0,0,20,0,3,23
no_spam,0,0,0,0,1,0,37,5,2,0
no_spam,0,0,0,1,0,0,5,5,0,18
no_spam,0,0,0,0,1,1,6,3,2,11
no_spam,0,1,0,0,0,0,83,1,5,23
spam,1,0,0,0,0,0,23,3,0,1
no_spam,0,1,0,0,0,0,28,1,0,1
spam,1,0,1,1,1,0,5,5,0,7
no_spam,0,1,0,0,0,0,42,0,3,12
no_spam,1,1,0,0,0,1,47,7,0,23
no_spam,0,0,0,0,0,0,32,5,1,6
no_spam,0,0,0,0,0,0,5,0,4,7
no_spam,0,0,0,0,0,0,20,4,5,0
no_spam,0,1,0,0,1,1,5,6,2,6
no_spam,1,0,0,1,0,0,47,3,3,21
no_spam,1,0,1,1,0,0,14,8,3,23
no_spam,0,0,0,0,1,0,5,0,3,5
spam,1,0,0,1,1,0,76,4,3,14
no_spam,0,0,1,0,1,0,20,5,2,13
no_spam,0,0,0,1,0,0,67,4,3,23
no_spam,0,0,0,0,0,0,66,1,3,12
spam,1,0,1,0,1,1,73,0,2,19
spam,1,1,1,0,0,1,94,6,0,1
no_spam,0,0,1,0,0,0,93,3,2,3
spam,1,1,1,1,1,0,36,3,0,6
no_spam,0,0,0,0,0,1,82,0,0,10
no_spam,0,0,1,0,1,0,100,0,0,11
spam,1,1,1,1,1,1,44,5,1,1
spam,1,1,1,0,1,1,28,0,2,14
no_spam,1,0,0,1,1,0,53,6,0,20
spam,1,1,0,1,0,0,5,1,0,7
no_spam,0,0,0,1,1,0,86,4,2,21
spam,1,0,1,1,1,1,5,5,5,0
no_spam,0,1,0,0,0,0,85,3,4,18
no_spam,0,0,0,0,0,0,40,5,0,8
no_spam,1,0,1,0,0,1,88,3,1,14
no_spam,0,0,0,1,0,0,47,0,0,10
no_spam,1,1,0,0,0,0,5,10,2,0
no_spam,0,0,1,0,0,0,18,7,5,11
no_spam,0,0,1,0,0,0,26,5,2,2
no_spam,0,1,0,0,0,0,28,3,4,13
no_spam,0,1,0,1,0,1,5,9,0,6
no_spam,0,0,0,1,1,0,36,1,0,7
no_spam,1,0,0,0,0,1,43,0,5,0
no_spam,0,0,1,0,1,0,17,7,0,18
spam,1,1,1,0,1,1,73,4,4,10
spam,1,1,0,1,1,1,57,5,0,7
no_spam,0,0,1,0,1,0,70,1,1,13
no_spam,0,0,0,0,0,0,7,0,3,14
no_spam,0,1,0,0,1,0,45,0,3,16
no_spam,0,1,0,0,0,0,60,7,2,2
no_spam,0,0,0,0,1,1,40,5,3,8
spam,1,1,0,1,1,1,5,9,3,7
no_spam,0,1,0,0,1,0,91,4,3,7
no_spam,1,0,0,0,1,0,72,7,0,12
no_spam,0,0,0,0,0,1,24,0,2,19
spam,0,1,0,0,0,0,77,3,5,14
no_spam,1,0,0,0,1,0,35,3,0,0
no_spam,0,0,0,0,1,0,13,10,0,15
no_spam,1,0,0,0,1,0,83,5,5,11
no_spam,0,0,0,0,0,0,49,3,3,12
no_spam,0,0,0,0,0,0,66,4,1,23
no_spam,0,0,0,1,0,0,21,5,0,0
spam,0,0,0,1,1,1,35,7,0,23
no_spam,0,1,0,0,0,1,20,3,3,22
no_spam,1,0,0,0,0,0,5,7,0,13
no_spam,0,0,0,0,1,1,90,10,5,16
no_spam,1,1,0,0,0,0,20,6,2,0
no_spam,0,0,0,0,0,0,75,3,1,3
no_spam,0,1,0,0,0,0,33,6,0,14
no_spam,1,0,0,0,0,0,38,0,1,7
spam,1,1,1,1,1,0,5,4,3,20
no_spam,0,1,0,1,0,0,54,10,0,11
no_spam,0,1,0,0,0,0,65,7,5,20
spam,1,1,1,1,1,1,56,8,2,8
no_spam,0,0,0,0,0,0,100,3,3,0
no_spam,1,0,0,0,0,0,69,0,0,8
no_spam,0,0,0,0,0,0,5,3,1,23
no_spam,0,0,0,0,0,0,40,10,1,14
spam,1,1,1,0,0,1,13,2,0,1
no_spam,0,0,0,0,0,1,67,0,2,8
no_spam,0,0,0,0,0,1,50,3,5,14
no_spam,1,0,1,0,0,0,56,0,0,15
no_spam,1,0,0,1,0,0,53,3,3,1
no_spam,0,1,0,0,0,0,50,9,3,23
no_spam,0,0,0,0,0,0,59,9,3,23
spam,1,1,0,1,1,1,59,4,3,17
spam,1,1,1,1,1,1,39,0,0,4
no_spam,0,0,0,0,0,0,5,5,0,21
no_spam,0,0,0,0,0,1,45,6,2,0
spam,0,0,1,0,1,1,39,7,1,10
no_spam,0,0,0,0,0,1,100,9,0,15
no_spam,0,0,1,1,0,0,96,10,0,12
no_spam,0,0,0,0,0,1,44,0,0,16
spam,0,0,0,0,1,1,69,3,1,18
spam,1,1,1,1,1,1,79,9,0,16
no_spam,0,0,1,1,0,1,55,10,0,8
no_spam,0,1,0,0,0,1,93,10,3,23
no_spam,0,0,0,1,1,0,17,10,0,13
no_spam,1,0,0,0,0,0,5,3,3,0
no_spam,0,0,0,0,0,0,28,10,3,9
spam,0,0,1,1,1,1,100,0,3,6
no_spam,0,1,0,0,1,0,13,3,0,23
spam,1,1,1,1,1,1,98,3,3,2
no_spam,0,1,0,0,0,0,49,4,2,9
no_spam,0,0,0,0,0,0,100,10,1,21
no_spam,0,0,0,0,0,1,90,0,0,17
no_spam,0,0,0,0,1,0,5,0,1,4
no_spam,0,0,0,0,1,0,51,9,0,23
spam,1,0,1,0,1,1,46,7,0,11
spam,1,1,1,1,1,1,34,1,1,23
no_spam,0,0,0,0,0,1,71,1,5,1
no_spam,1,0,0,0,0,1,26,10,1,21
spam,1,1,1,0,1,0,85,0,3,9
no_spam,0,1,0,0,1,0,35,10,0,4
no_spam,1,0,0,0,1,0,90,3,0,23
no_spam,0,1,0,0,1,0,48,1,4,4
spam,1,0,0,0,0,1,45,5,1,21
no_spam,0,0,0,0,0,0,89,0,5,13
no_spam,0,0,0,0,0,0,26,2,3,18
spam,0,1,0,1,0,0,61,0,0,1
no_spam,0,0,1,1,0,0,80,6,3,20
no_spam,0,0,0,0,0,1,56,3,0,12
no_spam,0,0,1,0,0,0,32,0,3,23
spam,1,1,1,0,1,0,39,3,1,23
no_spam,0,0,0,0,0,0,27,0,1,9
spam,1,1,1,1,1,1,6,0,5,23
no_spam,0,0,1,1,0,0,41,1,0,3
no_spam,0,0,0,0,1,0,100,7,1,8
spam,0,1,1,1,0,0,12,1,0,8
no_spam,0,0,0,0,0,0,14,4,2,8
no_spam,0,1,0,0,0,0,9,3,3,14
no_spam,0,1,1,1,0,0,33,1,1,16
no_spam,0,0,1,1,0,0,100,8,2,16
no_spam,0,1,0,0,0,0,100,7,1,0
no_spam,0,0,0,0,0,0,48,7,0,1
no_spam,0,0,0,1,1,0,5,0,0,9
spam,0,0,0,1,1,1,22,10,0,23
no_spam,0,1,0,0,0,0,33,4,0,5
spam,0,1,1,1,1,1,83,1,2,2
no_spam,1,0,0,0,0,0,40,6,2,13
no_spam,0,0,0,0,0,0,67,5,3,15
no_spam,0,0,0,0,0,1,100,6,5,5
no_spam,1,0,1,0,1,0,35,1,0,1
no_spam,0,0,0,0,0,0,5,1,0,0
spam,0,1,1,1,1,0,27,7,3,1
spam,1,1,1,1,0,1,5,4,5,7
spam,1,1,0,0,0,1,54,8,0,15
no_spam,0,0,0,0,0,0,53,8,0,14
spam,1,0,1,0,1,1,26,0,1,11
no_spam,0,0,0,1,1,0,57,0,3,8
no_spam,0,0,0,1,0,0,41,1,5,23
spam,1,0,1,1,1,1,42,4,4,8
no_spam,0,0,0,0,0,0,48,10,3,16
no_spam,0,1,0,0,0,0,79,0,5,3
no_spam,1,0,1,0,0,0,51,0,0,18
no_spam,0,0,0,0,0,1,40,7,1,10
no_spam,0,1,0,0,1,0,98,1,3,15
no_spam,0,1,0,0,0,1,100,0,0,15
spam,1,1,1,1,1,1,85,6,5,20
no_spam,1,0,0,0,1,1,31,6,4,4
no_spam,0,0,0,0,0,1,5,9,5,10
no_spam,0,0,0,1,1,0,95,5,1,21
no_spam,0,0,0,1,1,0,63,8,0,12
no_spam,0,0,0,0,0,0,79,3,5,17
no_spam,0,0,0,0,0,1,79,0,4,23
spam,1,1,1,0,1,0,5,5,5,11
spam,1,1,1,0,1,1,86,3,1,12
spam,1,0,0,1,0,0,54,4,0,23
spam,1,0,1,1,1,0,65,9,0,15
no_spam,1,0,0,0,0,0,49,0,0,12
spam,1,0,1,1,1,1,77,4,2,1
no_spam,0,0,0,0,0,0,5,6,2,7
no_spam,0,0,0,1,0,0,54,4,2,22
no_spam,1,1,0,0,0,0,96,0,2,12
no_spam,0,0,0,1,0,1,53,5,1,6
no_spam,0,0,0,0,0,0,47,4,0,8
spam,1,1,0,0,1,1,38,8,0,18
no_spam,0,0,0,0,0,0,80,0,3,15
no_spam,0,0,0,0,0,0,22,4,1,23
no_spam,0,0,0,0,0,0,56,3,4,0
no_spam,1,0,1,0,0,0,85,7,4,18
no_spam,0,0,0,0,0,1,21,3,2,3
no_spam,0,1,0,0,0,0,46,2,0,10
no_spam,0,0,0,0,1,0,100,3,0,10
no_spam,0,0,1,0,0,0,98,0,2,23
spam,0,1,0,1,0,0,23,10,0,10
no_spam,0,0,0,1,0,0,51,3,4,18
no_spam,0,0,1,0,0,1,5,0,2,16
no_spam,0,0,0,0,1,0,25,0,4,15
no_spam,0,0,0,0,0,0,53,0,0,6
spam,1,1,1,1,1,1,33,5,4,14
no_spam,0,1,0,0,0,0,57,6,1,23
no_spam,0,0,1,0,1,0,73,10,3,17
spam,1,0,1,0,0,1,95,3,5,17
no_spam,0,0,1,0,0,0,50,5,3,20
no_spam,0,0,0,0,0,0,89,8,0,9
no_spam,0,1,0,0,0,0,34,8,0,13
spam,0,0,1,0,1,0,71,6,2,19
spam,1,1,0,1,0,1,17,0,2,11
no_spam,0,0,0,0,0,1,43,3,1,23
no_spam,0,0,0,0,0,0,41,4,1,23
no_spam,0,1,1,0,0,0,87,4,3,16
spam,1,1,1,1,1,0,93,0,2,10
spam,0,1,1,0,1,1,75,3,2,17
no_spam,0,1,0,0,0,0,100,2,1,5
spam,1,1,1,0,1,1,26,6,1,15
no_spam,0,0,0,1,1,0,74,8,0,10
no_spam,0,0,0,0,0,0,36,2,4,12
no_spam,0,0,0,0,1,0,5,5,0,14
no_spam,0,0,0,0,0,1,76,9,5,23
spam,0,1,1,0,1,1,100,6,3,12
no_spam,0,0,1,0,0,0,38,0,2,4
no_spam,0,0,1,0,0,0,30,4,1,10
spam,1,0,1,1,1,1,5,0,2,21
spam,0,0,0,1,1,0,24,8,0,11
no_spam,0,1,0,0,0,0,57,0,1,15
no_spam,0,0,0,0,0,0,95,5,1,19
no_spam,0,0,0,1,0,0,39,9,4,13
no_spam,0,1,0,0,0,0,68,10,1,6
spam,1,1,1,1,1,1,5,0,0,16
spam,0,1,1,1,1,1,34,2,3,4
no_spam,0,1,1,0,0,1,77,1,1,11
no_spam,0,0,0,0,1,0,45,5,1,4
no_spam,0,0,0,0,0,0,82,7,2,17
spam,0,1,0,1,1,1,45,0,3,23
no_spam,0,0,1,1,0,0,85,7,1,0
no_spam,0,0,0,0,1,0,78,5,3,13
no_spam,0,0,0,0,0,1,73,1,1,2
no_spam,1,0,0,0,1,0,72,0,0,14
no_spam,0,0,1,1,1,0,67,6,5,0
no_spam,1,0,0,0,0,0,7,10,3,9
spam,0,1,1,0,1,1,93,4,5,0
spam,1,1,0,1,1,0,22,3,4,0
spam,1,0,1,1,1,1,100,1,2,4
no_spam,0,0,1,0,1,0,26,0,1,0
no_spam,0,0,1,0,1,1,100,10,1,9
no_spam,0,0,0,0,0,1,100,0,4,13
no_spam,0,0,0,0,1,0,88,2,3,3
spam,1,1,1,0,1,0,68,5,4,15
no_spam,0,0,0,0,0,0,95,4,3,10
no_spam,1,0,1,0,1,1,5,3,3,6
spam,1,1,1,0,1,0,27,4,2,0
spam,1,1,1,1,0,1,37,0,0,11
no_spam,1,1,0,0,0,0,19,4,1,11
no_spam,0,0,1,1,0,0,24,7,3,3
no_spam,0,0,0,0,0,0,30,3,2,17
no_spam,1,0,1,1,0,0,46,0,1,12
no_spam,1,0,0,0,0,0,33,7,3,0
no_spam,0,0,0,0,1,0,26,9,5,23
spam,0,1,1,1,1,1,33,0,5,11
no_spam,0,0,0,0,0,0,75,0,3,3
no_spam,0,1,0,1,1,1,96,2,0,14
no_spam,0,1,0,1,0,0,87,6,0,10
no_spam,0,0,0,1,1,0,72,1,0,23
spam,1,1,1,1,1,1,100,3,5,0
no_spam,0,0,0,0,0,0,39,9,0,23
no_spam,0,0,0,1,0,0,100,7,1,15
no_spam,0,0,0,0,0,0,9,0,0,10
spam,0,0,1,0,1,1,46,5,1,9
no_spam,0,1,0,0,0,0,91,5,0,23
spam,1,1,1,0,1,1,26,2,0,14
no_spam,1,0,1,0,1,0,32,0,0,23
no_spam,1,0,0,0,0,0,70,0,0,14
no_spam,0,0,0,1,0,0,74,8,0,16
spam,1,1,1,0,1,1,45,3,0,17
spam,1,1,1,0,0,0,27,0,2,20
no_spam,0,0,1,1,0,0,20,5,2,3
no_spam,0,1,1,0,1,1,10,4,0,9
no_spam,0,0,1,0,0,0,41,0,2,13
no_spam,0,0,1,0,0,0,59,4,2,0
no_spam,0,0,0,0,0,1,79,0,5,13
spam,0,0,1,1,0,0,30,0,3,3
spam,1,0,1,0,1,1,5,10,3,19
no_spam,0,0,0,0,0,0,73,5,0,7
no_spam,0,0,0,0,0,0,75,0,0,0
spam,0,0,0,1,1,1,28,3,3,12
spam,0,1,1,1,0,1,13,7,2,11
no_spam,0,0,0,0,1,0,57,0,4,7
no_spam,1,0,0,0,0,0,56,3,1,5
no_spam,0,0,0,0,1,1,45,7,4,7
no_spam,0,0,0,0,0,0,98,6,0,12
no_spam,0,0,0,0,0,0,100,0,5,3
no_spam,0,0,0,1,0,0,100,5,3,9
no_spam,0,0,0,0,0,1,76,7,1,13
no_spam,0,1,1,1,0,0,90,0,2,0
no_spam,0,0,0,0,0,0,74,3,0,4
no_spam,1,0,1,0,0,0,73,0,5,3
spam,0,1,0,1,1,0,100,7,2,16
spam,1,0,1,1,0,1,5,10,5,5
no_spam,0,1,0,1,0,0,37,2,0,22
no_spam,0,0,0,0,1,1,5,10,3,18
spam,1,1,0,0,1,1,45,5,0,15
no_spam,0,0,0,0,0,0,53,9,0,11
no_spam,0,1,0,0,0,0,27,10,1,20
no_spam,0,0,0,0,1,0,40,0,1,7
no_spam,1,1,1,0,0,0,58,10,0,20
no_spam,0,0,0,1,0,0,5,7,3,0
spam,1,1,0,1,1,1,74,1,2,1
no_spam,0,0,1,0,1,0,5,1,1,23
no_spam,1,0,0,0,0,0,47,2,5,19
spam,0,1,1,1,1,1,32,2,2,6
no_spam,0,0,0,0,0,1,72,0,3,0
no_spam,0,0,0,0,0,0,56,4,4,23
no_spam,0,1,0,0,0,1,63,6,1,17
no_spam,0,1,0,0,0,0,55,0,2,0
no_spam,0,0,0,0,1,0,33,4,1,10
no_spam,0,1,1,0,0,0,49,3,2,23
no_spam,0,0,0,1,0,0,92,3,0,22
no_spam,0,0,1,0,0,0,95,4,2,18
no_spam,0,0,0,0,0,0,71,3,0,10
