Product,Division,Product Category,Customer,Country,Sales Org,Calendar Year/Month,Calendar Year,Calendar month, Cost of Goods , Discount , Net Sales , Revenue ,Sales Quantity
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,MAY 2009,2009,5, $37.50 , $-   , $84.99 , $84.99 ,1 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,SEP 2009,2009,9, $37.50 , $-   , $84.99 , $84.99 ,1 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,APR 2010,2010,4, $37.50 , $-   , $86.27 , $86.27 ,1 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,AUG 2010,2010,8, $37.50 , $-   , $86.27 , $86.27 ,1 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,APR 2011,2011,4, $37.50 , $-   , $87.56 , $87.56 ,1 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,AUG 2011,2011,8, $37.50 , $-   , $87.56 , $87.56 ,1 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,MAY 2008,2008,5, $75.00 , $-   , $167.48 , $167.48 ,2 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,JUN 2009,2009,6, $75.00 , $-   , $169.98 , $169.98 ,2 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,JUN 2011,2011,6, $75.00 , $-   , $175.13 , $175.13 ,2 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,JUN 2008,2008,6, $112.50 , $-   , $251.22 , $251.22 ,3 
Knee Pads,AS,ACC,Ostseerad,DE,Germany North,JUN 2010,2010,6, $112.50 , $-   , $258.81 , $258.81 ,3 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,DEC 2007,2007,12," $1,200.00 ", $-   ," $2,640.00 "," $2,640.00 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,FEB 2008,2008,2," $1,200.00 ", $-   ," $2,679.60 "," $2,679.60 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAR 2008,2008,3," $1,200.00 ", $-   ," $2,679.60 "," $2,679.60 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,SEP 2008,2008,9," $1,200.00 ", $-   ," $2,679.60 "," $2,679.60 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,OCT 2008,2008,10," $1,200.00 ", $-   ," $2,679.60 "," $2,679.60 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,NOV 2008,2008,11," $1,200.00 ", $-   ," $2,679.60 "," $2,679.60 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUL 2009,2009,7," $1,200.00 ", $-   ," $2,719.80 "," $2,719.80 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,AUG 2009,2009,8," $1,200.00 ", $-   ," $2,719.80 "," $2,719.80 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,DEC 2009,2009,12," $1,200.00 ", $-   ," $2,719.80 "," $2,719.80 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUL 2010,2010,7," $1,200.00 ", $-   ," $2,760.59 "," $2,760.59 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,OCT 2010,2010,10," $1,200.00 ", $-   ," $2,760.59 "," $2,760.59 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,DEC 2010,2010,12," $1,200.00 ", $-   ," $2,760.59 "," $2,760.59 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JAN 2011,2011,1," $1,200.00 ", $-   ," $2,802.00 "," $2,802.00 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUL 2011,2011,7," $1,200.00 ", $-   ," $2,802.00 "," $2,802.00 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,NOV 2011,2011,11," $1,200.00 ", $-   ," $2,802.00 "," $2,802.00 ",1 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,OCT 2007,2007,10," $2,400.00 ", $-   ," $5,280.00 "," $5,280.00 ",2 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAY 2008,2008,5," $2,400.00 ", $-   ," $5,359.20 "," $5,359.20 ",2 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUL 2008,2008,7," $2,400.00 ", $-   ," $5,359.20 "," $5,359.20 ",2 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,FEB 2009,2009,2," $2,400.00 ", $-   ," $5,439.59 "," $5,439.59 ",2 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAR 2009,2009,3," $2,400.00 ", $-   ," $5,439.59 "," $5,439.59 ",2 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,OCT 2009,2009,10," $2,400.00 ", $-   ," $5,439.59 "," $5,439.59 ",2 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAR 2010,2010,3," $2,400.00 ", $-   ," $5,521.19 "," $5,521.19 ",2 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAR 2011,2011,3," $2,400.00 ", $-   ," $5,604.00 "," $5,604.00 ",2 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,OCT 2011,2011,10," $2,400.00 ", $-   ," $5,604.00 "," $5,604.00 ",2 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAR 2007,2007,3," $3,600.00 ", $-   ," $7,920.01 "," $7,920.01 ",3 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,APR 2009,2009,4," $3,600.00 ", $-   ," $8,159.39 "," $8,159.39 ",3 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,SEP 2009,2009,9," $3,600.00 ", $-   ," $8,159.39 "," $8,159.39 ",3 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,APR 2011,2011,4," $3,600.00 ", $-   ," $8,406.00 "," $8,406.00 ",3 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,SEP 2011,2011,9," $3,600.00 ", $-   ," $8,406.00 "," $8,406.00 ",3 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,AUG 2007,2007,8," $4,800.00 ", $-   ," $10,560.01 "," $10,560.01 ",4 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,SEP 2007,2007,9," $4,800.00 ", $-   ," $10,560.01 "," $10,560.01 ",4 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,AUG 2008,2008,8," $4,800.00 ", $-   ," $10,718.41 "," $10,718.41 ",4 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUN 2009,2009,6," $4,800.00 ", $-   ," $10,879.18 "," $10,879.18 ",4 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAY 2010,2010,5," $4,800.00 ", $-   ," $11,042.38 "," $11,042.38 ",4 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,AUG 2010,2010,8," $4,800.00 ", $-   ," $11,042.38 "," $11,042.38 ",4 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,SEP 2010,2010,9," $4,800.00 ", $-   ," $11,042.38 "," $11,042.38 ",4 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,AUG 2011,2011,8," $4,800.00 ", $-   ," $11,208.00 "," $11,208.00 ",4 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,APR 2007,2007,4," $6,000.00 ", $-   ," $13,200.01 "," $13,200.01 ",5 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUL 2007,2007,7," $6,000.00 ", $-   ," $13,200.01 "," $13,200.01 ",5 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAY 2009,2009,5," $6,000.00 ", $-   ," $13,598.98 "," $13,598.98 ",5 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAY 2011,2011,5," $6,000.00 ", $-   ," $14,010.00 "," $14,010.00 ",5 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUN 2011,2011,6," $6,000.00 ", $-   ," $14,010.00 "," $14,010.00 ",5 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,MAY 2007,2007,5," $7,200.00 ", $-   ," $15,840.01 "," $15,840.01 ",6 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,APR 2008,2008,4," $8,400.00 ", $-   ," $18,757.22 "," $18,757.22 ",7 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,APR 2010,2010,4," $8,400.00 ", $-   ," $19,324.16 "," $19,324.16 ",7 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUN 2010,2010,6," $12,000.00 ", $-   ," $27,605.94 "," $27,605.94 ",10 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUN 2008,2008,6," $14,400.00 ", $-   ," $32,155.23 "," $32,155.23 ",12 
Men's Off Road Bike Fully,BI,ORB,Ostseerad,DE,Germany North,JUN 2007,2007,6," $15,600.00 ", $-   ," $34,320.02 "," $34,320.02 ",13 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,FEB 2007,2007,2, $900.00 , $-   ," $1,760.00 "," $1,760.00 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAR 2007,2007,3, $900.00 , $-   ," $1,760.00 "," $1,760.00 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,AUG 2007,2007,8, $900.00 , $-   ," $1,760.00 "," $1,760.00 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,DEC 2007,2007,12, $900.00 , $-   ," $1,760.00 "," $1,760.00 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,FEB 2008,2008,2, $900.00 , $-   ," $1,786.40 "," $1,786.40 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUL 2008,2008,7, $900.00 , $-   ," $1,786.40 "," $1,786.40 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,AUG 2008,2008,8, $900.00 , $-   ," $1,786.40 "," $1,786.40 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,DEC 2008,2008,12, $900.00 , $-   ," $1,786.40 "," $1,786.40 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,FEB 2009,2009,2, $900.00 , $-   ," $1,813.20 "," $1,813.20 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAR 2009,2009,3, $900.00 , $-   ," $1,813.20 "," $1,813.20 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,SEP 2009,2009,9, $900.00 , $-   ," $1,813.20 "," $1,813.20 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,DEC 2009,2009,12, $900.00 , $-   ," $1,813.20 "," $1,813.20 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JAN 2010,2010,1, $900.00 , $-   ," $1,840.40 "," $1,840.40 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,FEB 2010,2010,2, $900.00 , $-   ," $1,840.40 "," $1,840.40 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAR 2010,2010,3, $900.00 , $-   ," $1,840.40 "," $1,840.40 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,NOV 2010,2010,11, $900.00 , $-   ," $1,840.40 "," $1,840.40 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,DEC 2010,2010,12, $900.00 , $-   ," $1,840.40 "," $1,840.40 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JAN 2011,2011,1, $900.00 , $-   ," $1,868.00 "," $1,868.00 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAR 2011,2011,3, $900.00 , $-   ," $1,868.00 "," $1,868.00 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,SEP 2011,2011,9, $900.00 , $-   ," $1,868.00 "," $1,868.00 ",1 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAY 2007,2007,5," $1,800.00 ", $-   ," $3,519.99 "," $3,519.99 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,SEP 2007,2007,9," $1,800.00 ", $-   ," $3,519.99 "," $3,519.99 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,OCT 2007,2007,10," $1,800.00 ", $-   ," $3,519.99 "," $3,519.99 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAY 2009,2009,5," $1,800.00 ", $-   ," $3,626.39 "," $3,626.39 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,AUG 2009,2009,8," $1,800.00 ", $-   ," $3,626.39 "," $3,626.39 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,OCT 2009,2009,10," $1,800.00 ", $-   ," $3,626.39 "," $3,626.39 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,AUG 2010,2010,8," $1,800.00 ", $-   ," $3,680.79 "," $3,680.79 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,SEP 2010,2010,9," $1,800.00 ", $-   ," $3,680.79 "," $3,680.79 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,OCT 2010,2010,10," $1,800.00 ", $-   ," $3,680.79 "," $3,680.79 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,FEB 2011,2011,2," $1,800.00 ", $-   ," $3,736.00 "," $3,736.00 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUL 2011,2011,7," $1,800.00 ", $-   ," $3,736.00 "," $3,736.00 ",2 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUN 2007,2007,6," $2,700.00 ", $-   ," $5,279.99 "," $5,279.99 ",3 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAR 2008,2008,3," $2,700.00 ", $-   ," $5,359.20 "," $5,359.20 ",3 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,SEP 2008,2008,9," $2,700.00 ", $-   ," $5,359.20 "," $5,359.20 ",3 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,OCT 2008,2008,10," $2,700.00 ", $-   ," $5,359.20 "," $5,359.20 ",3 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,APR 2010,2010,4," $2,700.00 ", $-   ," $5,521.19 "," $5,521.19 ",3 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,AUG 2011,2011,8," $2,700.00 ", $-   ," $5,604.00 "," $5,604.00 ",3 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,APR 2008,2008,4," $3,600.00 ", $-   ," $7,145.61 "," $7,145.61 ",4 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUN 2009,2009,6," $3,600.00 ", $-   ," $7,252.79 "," $7,252.79 ",4 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUN 2010,2010,6," $3,600.00 ", $-   ," $7,361.58 "," $7,361.58 ",4 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUL 2007,2007,7," $4,500.00 ", $-   ," $8,799.98 "," $8,799.98 ",5 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUL 2010,2010,7," $4,500.00 ", $-   ," $9,201.98 "," $9,201.98 ",5 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,APR 2011,2011,4," $4,500.00 ", $-   ," $9,340.00 "," $9,340.00 ",5 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUN 2011,2011,6," $4,500.00 ", $-   ," $9,340.00 "," $9,340.00 ",5 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,APR 2009,2009,4," $5,400.00 ", $-   ," $10,879.18 "," $10,879.18 ",6 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUL 2009,2009,7," $5,400.00 ", $-   ," $10,879.18 "," $10,879.18 ",6 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,APR 2007,2007,4," $6,300.00 ", $-   ," $12,319.98 "," $12,319.98 ",7 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAY 2010,2010,5," $6,300.00 ", $-   ," $12,882.77 "," $12,882.77 ",7 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAY 2008,2008,5," $7,200.00 ", $-   ," $14,291.21 "," $14,291.21 ",8 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,JUN 2008,2008,6," $9,000.00 ", $-   ," $17,864.02 "," $17,864.02 ",10 
Men's Off Road Bike Hard Tail (Shiman,BI,ORB,Ostseerad,DE,Germany North,MAY 2011,2011,5," $9,000.00 ", $-   ," $18,679.99 "," $18,679.99 ",10 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JAN 2007,2007,1, $950.00 , $-   ," $1,870.01 "," $1,870.01 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,FEB 2007,2007,2, $950.00 , $-   ," $1,870.01 "," $1,870.01 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAR 2007,2007,3, $950.00 , $-   ," $1,870.01 "," $1,870.01 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,NOV 2007,2007,11, $950.00 , $-   ," $1,870.01 "," $1,870.01 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,DEC 2007,2007,12, $950.00 , $-   ," $1,870.01 "," $1,870.01 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JAN 2008,2008,1, $950.00 , $-   ," $1,898.05 "," $1,898.05 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAR 2008,2008,3, $950.00 , $-   ," $1,898.05 "," $1,898.05 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,DEC 2009,2009,12, $950.00 , $-   ," $1,926.52 "," $1,926.52 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,NOV 2010,2010,11, $950.00 , $-   ," $1,955.41 "," $1,955.41 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUL 2011,2011,7, $950.00 , $-   ," $1,984.75 "," $1,984.75 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,DEC 2011,2011,12, $950.00 , $-   ," $1,984.75 "," $1,984.75 ",1 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,OCT 2008,2008,10," $1,900.00 ", $-   ," $3,796.11 "," $3,796.11 ",2 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,DEC 2008,2008,12," $1,900.00 ", $-   ," $3,796.11 "," $3,796.11 ",2 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,OCT 2009,2009,10," $1,900.00 ", $-   ," $3,853.04 "," $3,853.04 ",2 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JAN 2010,2010,1," $1,900.00 ", $-   ," $3,910.83 "," $3,910.83 ",2 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,OCT 2010,2010,10," $1,900.00 ", $-   ," $3,910.83 "," $3,910.83 ",2 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,FEB 2011,2011,2," $1,900.00 ", $-   ," $3,969.51 "," $3,969.51 ",2 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAR 2011,2011,3," $1,900.00 ", $-   ," $3,969.51 "," $3,969.51 ",2 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,NOV 2011,2011,11," $1,900.00 ", $-   ," $3,969.51 "," $3,969.51 ",2 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,OCT 2007,2007,10," $2,850.00 ", $-   ," $5,610.02 "," $5,610.02 ",3 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,FEB 2008,2008,2," $2,850.00 ", $-   ," $5,694.16 "," $5,694.16 ",3 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,SEP 2008,2008,9," $2,850.00 ", $-   ," $5,694.16 "," $5,694.16 ",3 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,FEB 2009,2009,2," $2,850.00 ", $-   ," $5,779.56 "," $5,779.56 ",3 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,APR 2009,2009,4," $2,850.00 ", $-   ," $5,779.56 "," $5,779.56 ",3 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,FEB 2010,2010,2," $2,850.00 ", $-   ," $5,866.24 "," $5,866.24 ",3 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAR 2010,2010,3," $2,850.00 ", $-   ," $5,866.24 "," $5,866.24 ",3 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,SEP 2011,2011,9," $2,850.00 ", $-   ," $5,954.26 "," $5,954.26 ",3 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,APR 2008,2008,4," $3,800.00 ", $-   ," $7,592.21 "," $7,592.21 ",4 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUL 2008,2008,7," $3,800.00 ", $-   ," $7,592.21 "," $7,592.21 ",4 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,OCT 2011,2011,10," $3,800.00 ", $-   ," $7,939.02 "," $7,939.02 ",4 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAR 2009,2009,3," $4,750.00 ", $-   ," $9,632.59 "," $9,632.59 ",5 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,SEP 2009,2009,9," $4,750.00 ", $-   ," $9,632.59 "," $9,632.59 ",5 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAY 2011,2011,5," $4,750.00 ", $-   ," $9,923.77 "," $9,923.77 ",5 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,AUG 2007,2007,8," $5,700.00 ", $-   ," $11,220.03 "," $11,220.03 ",6 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,SEP 2007,2007,9," $5,700.00 ", $-   ," $11,220.03 "," $11,220.03 ",6 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUL 2007,2007,7," $6,650.00 ", $-   ," $13,090.04 "," $13,090.04 ",7 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,AUG 2009,2009,8," $6,650.00 ", $-   ," $13,485.63 "," $13,485.63 ",7 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,APR 2010,2010,4," $6,650.00 ", $-   ," $13,687.90 "," $13,687.90 ",7 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUL 2010,2010,7," $6,650.00 ", $-   ," $13,687.90 "," $13,687.90 ",7 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,AUG 2010,2010,8," $6,650.00 ", $-   ," $13,687.90 "," $13,687.90 ",7 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,SEP 2010,2010,9," $6,650.00 ", $-   ," $13,687.90 "," $13,687.90 ",7 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,AUG 2011,2011,8," $6,650.00 ", $-   ," $13,893.28 "," $13,893.28 ",7 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,AUG 2008,2008,8," $7,600.00 ", $-   ," $15,184.43 "," $15,184.43 ",8 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,APR 2007,2007,4," $8,550.00 ", $-   ," $16,830.05 "," $16,830.05 ",9 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUN 2007,2007,6," $8,550.00 ", $-   ," $16,830.05 "," $16,830.05 ",9 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUL 2009,2009,7," $8,550.00 ", $-   ," $17,338.67 "," $17,338.67 ",9 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAY 2008,2008,5," $9,500.00 ", $-   ," $18,980.53 "," $18,980.53 ",10 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,APR 2011,2011,4," $9,500.00 ", $-   ," $19,847.54 "," $19,847.54 ",10 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAY 2007,2007,5," $10,450.00 ", $-   ," $20,570.06 "," $20,570.06 ",11 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAY 2010,2010,5," $10,450.00 ", $-   ," $21,509.56 "," $21,509.56 ",11 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,MAY 2009,2009,5," $13,300.00 ", $-   ," $26,971.26 "," $26,971.26 ",14 
