ID,ProductLine,ProductNumber,Amount,Purchase Date
56,D-400,432,125,2/13/2018
488,B-200,228,46,2/14/2018
125,D-400,478,125,2/14/2018
976,E-500,571,162,2/15/2018
857,C-300,368,100,2/15/2018
366,A-100,135,26,2/15/2018
364,C-300,342,81,2/15/2018
916,B-200,219,65,2/16/2018
509,E-500,535,218,2/16/2018
137,D-400,418,103,2/16/2018
877,E-500,546,150,2/17/2018
536,D-400,426,141,2/17/2018
509,A-100,179,41,2/17/2018
504,A-100,175,14,2/17/2018
178,A-100,122,24,2/17/2018
943,A-100,171,45,2/18/2018
822,B-200,227,37,2/18/2018
804,D-400,453,101,2/18/2018
706,E-500,541,183,2/18/2018
496,E-500,506,214,2/18/2018
246,A-100,138,12,2/18/2018
161,E-500,559,178,2/18/2018
147,C-300,394,89,2/18/2018
46,E-500,529,218,2/18/2018
560,A-100,118,45,2/19/2018
373,D-400,492,132,2/19/2018
229,B-200,251,31,2/19/2018
64,A-100,108,17,2/19/2018
839,A-100,173,29,2/20/2018
570,E-500,586,202,2/20/2018
519,B-200,284,76,2/20/2018
26,E-500,569,161,2/20/2018
752,D-400,436,101,2/21/2018
549,C-300,366,111,2/21/2018
489,A-100,106,28,2/21/2018
431,C-300,315,55,2/21/2018
421,E-500,516,201,2/21/2018
949,C-300,351,117,2/23/2018
941,B-200,223,44,2/23/2018
774,B-200,258,54,2/23/2018
389,E-500,563,213,2/23/2018
241,E-500,526,162,2/23/2018
45,B-200,293,53,2/23/2018
932,E-500,526,173,2/24/2018
226,C-300,371,86,2/24/2018
11,D-400,456,100,2/24/2018
512,E-500,559,215,2/25/2018
251,A-100,179,49,2/25/2018
247,B-200,225,76,2/25/2018
121,E-500,547,154,2/25/2018
808,B-200,248,38,2/26/2018
499,A-100,117,37,2/26/2018
405,C-300,308,99,2/26/2018
388,B-200,247,73,2/26/2018
269,A-100,147,31,2/26/2018
233,D-400,438,126,2/26/2018
866,A-100,127,17,2/27/2018
844,A-100,144,20,2/27/2018
814,E-500,550,175,2/27/2018
712,E-500,597,181,2/27/2018
877,B-200,227,75,2/28/2018
734,C-300,346,85,2/28/2018
321,B-200,227,39,2/28/2018
827,E-500,591,190,3/1/2018
716,C-300,362,83,3/1/2018
286,A-100,181,14,3/1/2018
249,E-500,570,154,3/1/2018
748,A-100,160,15,3/2/2018
745,D-400,465,116,3/2/2018
709,B-200,243,58,3/2/2018
679,D-400,416,139,3/2/2018
674,B-200,248,36,3/2/2018
626,C-300,305,115,3/2/2018
623,A-100,147,43,3/2/2018
180,C-300,335,70,3/2/2018
54,C-300,326,117,3/2/2018
990,C-300,332,104,3/3/2018
289,B-200,225,66,3/4/2018
228,B-200,287,68,3/4/2018
822,A-100,129,47,3/5/2018
678,B-200,239,30,3/5/2018
647,B-200,248,60,3/5/2018
240,A-100,144,33,3/5/2018
197,E-500,589,183,3/5/2018
747,D-400,404,109,3/6/2018
742,A-100,195,20,3/6/2018
408,C-300,391,98,3/6/2018
671,D-400,439,132,3/7/2018
646,B-200,259,64,3/7/2018
573,D-400,408,103,3/7/2018
291,E-500,571,181,3/7/2018
207,D-400,479,110,3/7/2018
767,D-400,430,104,3/8/2018
594,D-400,497,134,3/8/2018
487,A-100,150,18,3/8/2018
153,A-100,167,20,3/8/2018
812,B-200,232,54,3/9/2018
807,D-400,429,136,3/9/2018
660,E-500,507,150,3/9/2018
533,E-500,518,203,3/9/2018
203,C-300,353,108,3/9/2018
689,A-100,198,11,3/10/2018
673,E-500,590,175,3/10/2018
255,C-300,341,104,3/10/2018
148,C-300,334,99,3/10/2018
886,B-200,251,50,3/11/2018
663,A-100,192,31,3/11/2018
569,A-100,102,33,3/11/2018
304,D-400,408,139,3/11/2018
728,C-300,369,105,3/12/2018
670,A-100,123,44,3/12/2018
634,D-400,461,111,3/12/2018
586,A-100,106,25,3/12/2018
561,A-100,179,32,3/12/2018
480,B-200,221,74,3/12/2018
334,E-500,547,160,3/12/2018
329,A-100,114,25,3/13/2018
114,E-500,522,215,3/13/2018
812,C-300,345,113,3/14/2018
763,D-400,404,125,3/14/2018
300,B-200,256,66,3/14/2018
22,E-500,545,181,3/14/2018
760,C-300,380,57,3/15/2018
691,B-200,208,52,3/15/2018
610,C-300,315,116,3/15/2018
280,E-500,584,198,3/15/2018
792,B-200,267,79,3/16/2018
521,E-500,502,210,3/16/2018
426,B-200,256,58,3/16/2018
335,A-100,191,30,3/16/2018
33,A-100,108,46,3/16/2018
702,C-300,366,109,3/17/2018
997,B-200,203,59,3/18/2018
715,A-100,150,20,3/18/2018
294,E-500,538,214,3/18/2018
211,E-500,535,166,3/18/2018
178,E-500,531,193,3/18/2018
884,C-300,357,58,3/19/2018
855,E-500,597,208,3/19/2018
627,D-400,434,134,3/19/2018
440,C-300,347,97,3/19/2018
406,A-100,162,36,3/19/2018
254,B-200,229,39,3/19/2018
217,E-500,578,181,3/19/2018
31,C-300,341,80,3/19/2018
971,B-200,250,52,3/20/2018
903,A-100,138,22,3/20/2018
775,D-400,408,120,3/20/2018
568,A-100,183,23,3/20/2018
439,B-200,215,40,3/20/2018
358,D-400,453,131,3/20/2018
285,C-300,344,79,3/20/2018
33,B-200,297,78,3/20/2018
902,D-400,445,109,3/21/2018
891,A-100,196,19,3/21/2018
759,E-500,578,177,3/21/2018
611,E-500,538,172,3/21/2018
406,C-300,363,103,3/21/2018
98,A-100,125,17,3/21/2018
975,C-300,329,81,3/22/2018
867,B-200,207,41,3/22/2018
699,E-500,532,155,3/22/2018
611,D-400,404,105,3/22/2018
402,A-100,191,38,3/22/2018
269,A-100,104,32,3/22/2018
986,A-100,137,34,3/23/2018
980,A-100,166,22,3/23/2018
726,C-300,362,118,3/23/2018
685,D-400,449,110,3/23/2018
612,A-100,167,39,3/23/2018
553,C-300,346,55,3/23/2018
545,D-400,494,141,3/23/2018
479,B-200,213,58,3/23/2018
80,B-200,246,36,3/23/2018
16,E-500,547,172,3/23/2018
699,B-200,215,45,3/24/2018
612,E-500,526,164,3/24/2018
611,A-100,116,42,3/24/2018
559,C-300,320,100,3/24/2018
457,C-300,302,82,3/24/2018
237,A-100,134,49,3/24/2018
308,A-100,144,39,3/25/2018
90,D-400,473,117,3/25/2018
990,D-400,496,115,3/26/2018
743,B-200,234,39,3/26/2018
614,E-500,562,182,3/26/2018
308,B-200,254,39,3/26/2018
301,D-400,427,140,3/26/2018
123,E-500,588,197,3/26/2018
82,B-200,274,33,3/26/2018
22,C-300,378,87,3/26/2018
481,D-400,481,105,3/27/2018
944,D-400,466,145,3/28/2018
675,E-500,572,162,3/28/2018
131,B-200,256,31,3/28/2018
713,A-100,129,30,3/29/2018
668,A-100,119,24,3/29/2018
399,B-200,294,47,3/29/2018
272,C-300,368,78,3/29/2018
106,C-300,304,72,3/29/2018
946,C-300,348,100,3/30/2018
791,D-400,406,108,3/30/2018
711,D-400,492,103,3/30/2018
698,B-200,251,45,3/30/2018
592,D-400,466,106,3/30/2018
547,C-300,318,67,3/30/2018
477,C-300,371,102,3/30/2018
456,A-100,179,31,3/30/2018
443,B-200,234,33,3/30/2018
367,E-500,585,156,3/30/2018
311,E-500,557,166,3/30/2018
817,C-300,337,59,3/31/2018
801,D-400,456,129,3/31/2018
731,B-200,217,59,3/31/2018
360,E-500,556,188,3/31/2018
201,C-300,302,50,3/31/2018
771,A-100,170,13,4/1/2018
94,B-200,255,33,4/1/2018
50,E-500,546,156,4/1/2018
46,D-400,424,110,4/1/2018
968,E-500,581,209,4/2/2018
799,C-300,395,90,4/2/2018
662,A-100,140,10,4/2/2018
617,B-200,290,71,4/2/2018
418,D-400,456,119,4/2/2018
366,B-200,211,33,4/2/2018
879,C-300,383,112,4/3/2018
686,A-100,113,36,4/3/2018
642,A-100,162,31,4/3/2018
634,B-200,271,56,4/3/2018
394,C-300,355,82,4/3/2018
945,D-400,454,102,4/4/2018
926,D-400,497,108,4/4/2018
870,C-300,304,119,4/4/2018
645,A-100,112,43,4/4/2018
618,D-400,431,127,4/4/2018
509,A-100,167,15,4/4/2018
497,E-500,550,216,4/4/2018
293,B-200,219,52,4/4/2018
225,A-100,135,26,4/4/2018
89,D-400,476,100,4/4/2018
826,E-500,568,212,4/5/2018
482,D-400,405,103,4/5/2018
409,C-300,303,54,4/5/2018
395,C-300,323,101,4/5/2018
301,E-500,561,157,4/5/2018
129,A-100,171,47,4/5/2018
101,E-500,554,156,4/5/2018
23,D-400,430,123,4/5/2018
552,C-300,316,101,4/6/2018
1000,D-400,403,142,4/7/2018
969,A-100,151,45,4/7/2018
811,E-500,534,163,4/7/2018
481,A-100,194,11,4/7/2018
446,C-300,351,96,4/7/2018
374,A-100,166,14,4/7/2018
336,B-200,205,75,4/7/2018
307,D-400,421,133,4/7/2018
77,B-200,236,69,4/7/2018
587,C-300,307,64,4/8/2018
516,E-500,595,172,4/8/2018
453,E-500,515,176,4/8/2018
426,B-200,287,75,4/8/2018
423,A-100,144,39,4/8/2018
361,D-400,432,114,4/8/2018
205,B-200,212,30,4/8/2018
82,B-200,238,44,4/8/2018
65,D-400,416,149,4/8/2018
634,E-500,553,214,4/9/2018
628,B-200,276,70,4/9/2018
387,D-400,491,118,4/9/2018
377,A-100,116,11,4/9/2018
343,A-100,162,21,4/9/2018
250,D-400,468,127,4/9/2018
184,D-400,493,131,4/9/2018
107,D-400,475,146,4/9/2018
992,B-200,242,46,4/10/2018
796,D-400,491,132,4/10/2018
770,B-200,230,68,4/10/2018
759,A-100,180,46,4/10/2018
674,D-400,491,114,4/10/2018
573,C-300,376,59,4/10/2018
502,D-400,411,141,4/10/2018
789,A-100,108,38,4/11/2018
763,E-500,557,180,4/11/2018
402,A-100,143,45,4/11/2018
228,A-100,182,18,4/11/2018
206,D-400,482,101,4/11/2018
166,E-500,529,166,4/11/2018
105,E-500,586,192,4/11/2018
80,D-400,446,145,4/11/2018
344,C-300,366,56,4/12/2018
141,E-500,539,169,4/12/2018
988,C-300,363,107,4/13/2018
976,D-400,442,125,4/13/2018
732,B-200,273,44,4/13/2018
726,B-200,222,54,4/13/2018
714,A-100,137,37,4/13/2018
515,C-300,382,96,4/13/2018
416,D-400,418,106,4/13/2018
244,D-400,491,126,4/13/2018
143,E-500,533,187,4/13/2018
119,E-500,591,199,4/13/2018
9,A-100,163,37,4/13/2018
774,E-500,595,171,4/14/2018
692,A-100,163,27,4/14/2018
618,C-300,363,104,4/14/2018
386,E-500,559,150,4/14/2018
318,B-200,278,35,4/14/2018
287,D-400,460,119,4/14/2018
281,D-400,434,126,4/14/2018
123,E-500,515,152,4/14/2018
108,C-300,357,117,4/14/2018
985,A-100,175,26,4/15/2018
948,B-200,291,44,4/15/2018
849,E-500,516,181,4/15/2018
667,A-100,162,35,4/15/2018
254,D-400,408,136,4/15/2018
191,B-200,284,64,4/15/2018
898,E-500,529,157,4/16/2018
872,C-300,365,98,4/16/2018
748,D-400,494,121,4/16/2018
664,A-100,105,46,4/16/2018
566,A-100,197,34,4/16/2018
276,C-300,387,64,4/16/2018
161,D-400,412,124,4/16/2018
106,C-300,305,106,4/16/2018
28,A-100,140,44,4/16/2018
858,A-100,144,49,4/17/2018
835,A-100,191,32,4/17/2018
368,A-100,179,19,4/17/2018
150,E-500,597,211,4/17/2018
110,D-400,452,149,4/17/2018
892,B-200,247,74,4/18/2018
855,B-200,297,45,4/18/2018
826,C-300,382,83,4/18/2018
481,D-400,443,112,4/18/2018
438,B-200,293,44,4/18/2018
419,B-200,206,31,4/18/2018
387,D-400,429,121,4/18/2018
318,E-500,593,188,4/18/2018
264,D-400,415,125,4/18/2018
229,E-500,523,190,4/18/2018
192,A-100,161,42,4/18/2018
170,C-300,332,96,4/18/2018
120,B-200,217,73,4/18/2018
18,D-400,467,123,4/18/2018
8,E-500,534,208,4/18/2018
843,B-200,267,60,4/19/2018
710,C-300,304,85,4/19/2018
623,D-400,411,116,4/19/2018
466,A-100,116,37,4/19/2018
450,C-300,364,76,4/19/2018
418,E-500,503,189,4/19/2018
361,A-100,191,15,4/19/2018
312,E-500,510,211,4/19/2018
59,C-300,359,91,4/19/2018
9,D-400,468,119,4/19/2018
857,C-300,335,63,4/20/2018
524,C-300,343,58,4/20/2018
471,C-300,317,64,4/20/2018
438,D-400,467,142,4/20/2018
320,D-400,407,100,4/20/2018
186,A-100,195,39,4/20/2018
185,E-500,558,191,4/20/2018
157,A-100,102,25,4/20/2018
88,A-100,131,32,4/20/2018
729,A-100,127,12,4/21/2018
638,B-200,276,46,4/21/2018
476,D-400,439,143,4/21/2018
431,B-200,261,58,4/21/2018
406,B-200,242,47,4/21/2018
367,D-400,463,136,4/21/2018
351,A-100,160,11,4/21/2018
231,E-500,536,186,4/21/2018
159,B-200,203,62,4/21/2018
985,E-500,568,158,4/22/2018
808,A-100,150,40,4/22/2018
792,D-400,472,104,4/22/2018
751,E-500,536,196,4/22/2018
555,A-100,187,30,4/22/2018
546,E-500,535,157,4/22/2018
379,B-200,238,31,4/22/2018
147,C-300,324,61,4/22/2018
81,A-100,184,42,4/22/2018
775,C-300,355,70,4/23/2018
601,C-300,304,73,4/23/2018
322,B-200,243,64,4/23/2018
315,B-200,205,47,4/23/2018
301,A-100,154,40,4/23/2018
243,B-200,293,72,4/23/2018
185,D-400,422,120,4/23/2018
4,C-300,383,117,4/23/2018
885,A-100,177,15,4/24/2018
719,B-200,213,33,4/24/2018
586,C-300,337,62,4/24/2018
530,A-100,142,31,4/24/2018
472,E-500,518,204,4/24/2018
431,C-300,335,104,4/24/2018
308,A-100,107,24,4/24/2018
261,B-200,274,49,4/24/2018
750,E-500,578,155,4/25/2018
615,A-100,158,19,4/25/2018
283,C-300,308,102,4/25/2018
258,A-100,180,23,4/25/2018
257,B-200,291,42,4/25/2018
982,D-400,427,106,4/26/2018
895,D-400,461,110,4/26/2018
799,B-200,209,46,4/26/2018
343,A-100,134,24,4/26/2018
286,E-500,557,170,4/26/2018
12,A-100,164,29,4/26/2018
972,C-300,345,74,4/27/2018
831,D-400,450,115,4/27/2018
737,E-500,520,167,4/27/2018
652,E-500,504,191,4/27/2018
521,C-300,322,67,4/27/2018
435,E-500,556,157,4/27/2018
144,C-300,350,100,4/27/2018
98,B-200,253,35,4/27/2018
54,C-300,326,102,4/27/2018
668,C-300,323,50,4/28/2018
569,B-200,204,35,4/28/2018
562,C-300,373,115,4/28/2018
541,B-200,243,60,4/28/2018
517,D-400,421,122,4/28/2018
489,D-400,406,147,4/28/2018
322,A-100,111,14,4/28/2018
157,C-300,340,117,4/28/2018
66,B-200,212,56,4/28/2018
930,B-200,226,49,4/29/2018
889,E-500,536,176,4/29/2018
683,B-200,213,72,4/29/2018
482,E-500,563,215,4/29/2018
481,E-500,512,171,4/29/2018
225,A-100,101,29,4/29/2018
4,A-100,112,38,4/29/2018
908,E-500,551,218,4/30/2018
616,A-100,154,18,4/30/2018
514,C-300,309,79,4/30/2018
326,A-100,194,26,4/30/2018
313,C-300,344,84,4/30/2018
202,C-300,333,64,4/30/2018
40,E-500,564,203,4/30/2018
28,A-100,190,49,4/30/2018
831,B-200,268,43,5/1/2018
772,D-400,461,117,5/1/2018
752,E-500,553,156,5/1/2018
747,A-100,124,43,5/1/2018
732,B-200,218,38,5/1/2018
672,E-500,588,214,5/1/2018
610,A-100,161,25,5/1/2018
553,B-200,222,57,5/1/2018
461,B-200,295,75,5/1/2018
424,A-100,189,27,5/1/2018
132,C-300,360,116,5/1/2018
109,E-500,594,159,5/1/2018
16,D-400,437,100,5/1/2018
936,A-100,111,32,5/2/2018
906,A-100,151,21,5/2/2018
857,B-200,291,31,5/2/2018
716,E-500,581,166,5/2/2018
701,E-500,515,214,5/2/2018
672,E-500,513,174,5/2/2018
614,A-100,178,33,5/2/2018
490,E-500,588,165,5/2/2018
446,E-500,590,164,5/2/2018
412,B-200,236,61,5/2/2018
214,C-300,394,75,5/2/2018
60,A-100,185,36,5/2/2018
877,A-100,179,21,5/3/2018
822,C-300,397,118,5/3/2018
617,E-500,561,186,5/3/2018
401,D-400,456,140,5/3/2018
372,A-100,167,21,5/3/2018
200,E-500,570,219,5/3/2018
75,C-300,312,115,5/3/2018
949,A-100,149,39,5/4/2018
788,A-100,189,22,5/4/2018
665,C-300,315,96,5/4/2018
656,C-300,349,82,5/4/2018
592,E-500,526,210,5/4/2018
304,D-400,443,146,5/4/2018
196,E-500,537,217,5/4/2018
880,E-500,507,159,5/5/2018
684,A-100,198,22,5/5/2018
664,E-500,528,206,5/5/2018
609,E-500,515,215,5/5/2018
483,A-100,123,34,5/5/2018
374,D-400,420,116,5/5/2018
194,C-300,348,59,5/5/2018
39,C-300,361,96,5/5/2018
851,E-500,564,175,5/6/2018
817,B-200,232,61,5/6/2018
808,B-200,270,56,5/6/2018
793,E-500,503,186,5/6/2018
703,A-100,159,41,5/6/2018
694,C-300,306,117,5/6/2018
667,E-500,535,188,5/6/2018
446,D-400,474,139,5/6/2018
387,D-400,434,139,5/6/2018
93,C-300,336,65,5/6/2018
34,A-100,197,35,5/6/2018
17,C-300,315,89,5/6/2018
889,E-500,506,153,5/7/2018
869,D-400,401,110,5/7/2018
613,D-400,432,114,5/7/2018
520,E-500,561,162,5/7/2018
404,E-500,580,174,5/7/2018
350,A-100,117,16,5/7/2018
974,C-300,366,52,5/8/2018
658,C-300,389,74,5/8/2018
591,E-500,577,158,5/8/2018
463,E-500,560,155,5/8/2018
360,B-200,208,48,5/8/2018
252,D-400,471,118,5/8/2018
118,C-300,367,65,5/8/2018
60,A-100,107,28,5/8/2018
945,E-500,572,196,5/9/2018
690,B-200,273,62,5/9/2018
613,B-200,281,56,5/9/2018
549,E-500,576,170,5/9/2018
448,B-200,229,33,5/9/2018
66,B-200,220,46,5/9/2018
992,E-500,533,211,5/10/2018
851,A-100,171,46,5/10/2018
846,D-400,493,128,5/10/2018
825,B-200,290,72,5/10/2018
796,D-400,461,124,5/10/2018
738,D-400,488,125,5/10/2018
643,B-200,249,37,5/10/2018
603,C-300,380,50,5/10/2018
581,B-200,280,52,5/10/2018
81,D-400,420,123,5/10/2018
30,B-200,274,33,5/10/2018
890,D-400,452,146,5/11/2018
828,A-100,152,24,5/11/2018
820,D-400,430,140,5/11/2018
526,A-100,183,13,5/11/2018
171,C-300,312,86,5/11/2018
89,E-500,533,179,5/11/2018
75,B-200,224,35,5/11/2018
855,E-500,560,206,5/12/2018
809,D-400,430,124,5/12/2018
698,E-500,502,190,5/12/2018
619,B-200,247,40,5/12/2018
607,A-100,194,27,5/12/2018
361,A-100,125,12,5/12/2018
318,B-200,280,32,5/12/2018
211,B-200,267,38,5/12/2018
23,C-300,359,62,5/12/2018
830,C-300,314,60,5/13/2018
815,C-300,378,66,5/13/2018
746,C-300,311,55,5/13/2018
593,A-100,124,13,5/13/2018
483,A-100,159,13,5/13/2018
213,D-400,497,103,5/13/2018
19,D-400,440,115,5/13/2018
12,D-400,498,113,5/13/2018
988,A-100,110,16,5/14/2018
950,B-200,230,41,5/14/2018
867,E-500,553,154,5/14/2018
741,C-300,398,107,5/14/2018
603,A-100,144,18,5/14/2018
578,B-200,272,72,5/14/2018
559,B-200,268,51,5/14/2018
510,A-100,128,27,5/14/2018
348,B-200,202,33,5/14/2018
957,E-500,522,193,5/15/2018
938,D-400,438,133,5/15/2018
853,E-500,581,190,5/15/2018
839,A-100,135,24,5/15/2018
831,D-400,491,117,5/15/2018
770,D-400,409,113,5/15/2018
670,B-200,237,49,5/15/2018
646,A-100,113,35,5/15/2018
558,A-100,172,21,5/15/2018
548,D-400,434,106,5/15/2018
421,A-100,132,25,5/15/2018
326,E-500,580,183,5/15/2018
262,A-100,141,24,5/15/2018
244,B-200,213,40,5/15/2018
211,C-300,310,118,5/15/2018
89,C-300,345,63,5/15/2018
3,D-400,438,131,5/15/2018
896,E-500,540,211,5/16/2018
755,B-200,201,47,5/16/2018
608,E-500,548,208,5/16/2018
565,B-200,245,75,5/16/2018
563,D-400,490,110,5/16/2018
313,E-500,521,205,5/16/2018
167,A-100,187,18,5/16/2018
50,E-500,574,217,5/16/2018
920,D-400,485,112,5/17/2018
780,C-300,324,86,5/17/2018
729,B-200,297,44,5/17/2018
417,C-300,337,65,5/17/2018
366,E-500,513,165,5/17/2018
202,D-400,413,129,5/17/2018
970,D-400,457,147,5/18/2018
738,D-400,473,104,5/18/2018
718,C-300,385,55,5/18/2018
700,A-100,198,19,5/18/2018
565,D-400,485,103,5/18/2018
493,A-100,123,39,5/18/2018
345,D-400,451,119,5/18/2018
276,C-300,358,75,5/18/2018
98,D-400,493,139,5/18/2018
31,E-500,535,161,5/18/2018
24,C-300,376,67,5/18/2018
972,A-100,161,23,5/19/2018
890,D-400,401,120,5/19/2018
811,C-300,322,99,5/19/2018
602,B-200,297,46,5/19/2018
493,D-400,486,146,5/19/2018
465,B-200,255,57,5/19/2018
310,A-100,122,19,5/19/2018
276,A-100,189,24,5/19/2018
157,D-400,434,100,5/19/2018
131,B-200,231,75,5/19/2018
971,D-400,431,128,5/20/2018
500,B-200,246,76,5/20/2018
474,D-400,478,116,5/20/2018
463,C-300,339,87,5/20/2018
386,A-100,114,23,5/20/2018
374,C-300,326,53,5/20/2018
279,A-100,128,41,5/20/2018
128,C-300,387,66,5/20/2018
74,C-300,390,62,5/20/2018
39,C-300,389,109,5/20/2018
935,A-100,147,14,5/21/2018
905,E-500,552,198,5/21/2018
842,C-300,335,83,5/21/2018
759,D-400,484,144,5/21/2018
241,E-500,520,194,5/21/2018
181,D-400,401,140,5/21/2018
115,D-400,497,141,5/21/2018
917,B-200,281,34,5/22/2018
768,E-500,548,192,5/22/2018
744,E-500,549,183,5/22/2018
682,E-500,505,201,5/22/2018
649,D-400,442,123,5/22/2018
543,B-200,248,73,5/22/2018
412,A-100,133,35,5/22/2018
383,B-200,246,58,5/22/2018
947,C-300,371,55,5/23/2018
819,E-500,546,182,5/23/2018
788,C-300,322,89,5/23/2018
673,B-200,232,38,5/23/2018
321,A-100,138,16,5/23/2018
238,B-200,213,66,5/23/2018
120,E-500,598,171,5/23/2018
106,D-400,405,129,5/23/2018
923,E-500,561,217,5/24/2018
828,A-100,189,23,5/24/2018
522,C-300,314,59,5/24/2018
952,E-500,544,188,5/25/2018
814,C-300,390,78,5/25/2018
796,B-200,244,36,5/25/2018
762,D-400,401,134,5/25/2018
729,A-100,108,17,5/25/2018
629,B-200,257,76,5/25/2018
356,A-100,114,46,5/25/2018
331,B-200,249,65,5/25/2018
288,A-100,111,22,5/25/2018
249,C-300,353,98,5/25/2018
192,E-500,561,191,5/25/2018
15,E-500,533,194,5/25/2018
809,B-200,204,57,5/26/2018
745,D-400,485,107,5/26/2018
688,B-200,286,48,5/26/2018
681,E-500,532,164,5/26/2018
677,D-400,412,140,5/26/2018
450,D-400,404,105,5/26/2018
439,B-200,234,69,5/26/2018
358,E-500,524,189,5/26/2018
198,E-500,566,189,5/26/2018
168,C-300,392,109,5/26/2018
116,D-400,474,146,5/26/2018
112,C-300,372,55,5/26/2018
71,E-500,570,195,5/26/2018
26,A-100,144,21,5/26/2018
915,D-400,425,136,5/27/2018
826,A-100,104,22,5/27/2018
574,B-200,205,57,5/27/2018
525,D-400,492,116,5/27/2018
361,D-400,412,133,5/27/2018
272,B-200,254,64,5/27/2018
194,C-300,359,118,5/27/2018
134,D-400,433,111,5/27/2018
102,A-100,118,22,5/27/2018
12,B-200,276,65,5/27/2018
677,E-500,571,152,5/28/2018
489,C-300,342,96,5/28/2018
467,D-400,482,105,5/28/2018
448,B-200,230,56,5/28/2018
375,C-300,325,72,5/28/2018
270,B-200,262,43,5/28/2018
234,C-300,328,91,5/28/2018
179,C-300,384,103,5/28/2018
897,E-500,512,199,5/29/2018
776,C-300,396,74,5/29/2018
772,D-400,491,117,5/29/2018
750,A-100,116,35,5/29/2018
394,D-400,498,105,5/29/2018
375,A-100,121,20,5/29/2018
346,B-200,250,76,5/29/2018
233,E-500,520,188,5/29/2018
218,E-500,594,214,5/29/2018
193,A-100,112,21,5/29/2018
173,B-200,265,62,5/29/2018
126,E-500,534,194,5/29/2018
53,D-400,407,117,5/29/2018
931,A-100,143,20,5/30/2018
918,C-300,380,65,5/30/2018
822,B-200,277,59,5/30/2018
804,A-100,166,19,5/30/2018
584,B-200,287,60,5/30/2018
518,D-400,497,116,5/30/2018
503,C-300,359,97,5/30/2018
432,E-500,560,177,5/30/2018
424,B-200,295,51,5/30/2018
353,A-100,163,35,5/30/2018
245,B-200,205,31,5/30/2018
189,C-300,307,79,5/30/2018
24,C-300,361,87,5/30/2018
877,E-500,582,185,5/31/2018
714,D-400,471,130,5/31/2018
429,D-400,445,149,5/31/2018
286,C-300,363,112,5/31/2018
273,B-200,281,30,5/31/2018
221,B-200,279,41,5/31/2018
154,C-300,306,50,5/31/2018
79,B-200,248,47,5/31/2018
69,E-500,520,213,5/31/2018
63,A-100,111,18,5/31/2018
924,E-500,516,169,6/1/2018
807,B-200,259,34,6/1/2018
790,C-300,394,57,6/1/2018
688,E-500,578,168,6/1/2018
603,D-400,491,146,6/1/2018
550,E-500,501,214,6/1/2018
479,E-500,558,189,6/1/2018
420,D-400,462,105,6/1/2018
417,D-400,448,137,6/1/2018
341,A-100,173,46,6/1/2018
190,C-300,317,55,6/1/2018
105,E-500,514,176,6/1/2018
43,B-200,268,59,6/1/2018
956,C-300,368,111,6/2/2018
949,B-200,246,74,6/2/2018
936,C-300,338,97,6/2/2018
897,C-300,316,106,6/2/2018
756,D-400,425,143,6/2/2018
686,B-200,251,54,6/2/2018
580,C-300,358,57,6/2/2018
465,A-100,108,21,6/2/2018
359,A-100,133,28,6/2/2018
294,D-400,412,148,6/2/2018
263,D-400,472,116,6/2/2018
123,B-200,249,61,6/2/2018
34,E-500,526,187,6/2/2018
965,C-300,337,103,6/3/2018
958,E-500,579,218,6/3/2018
784,E-500,503,151,6/3/2018
777,E-500,520,182,6/3/2018
631,A-100,108,41,6/3/2018
584,D-400,413,139,6/3/2018
350,E-500,543,196,6/3/2018
289,E-500,593,166,6/3/2018
124,B-200,266,43,6/3/2018
67,B-200,278,79,6/3/2018
918,C-300,347,72,6/4/2018
901,B-200,210,39,6/4/2018
860,B-200,293,66,6/4/2018
624,A-100,121,39,6/4/2018
590,C-300,348,55,6/4/2018
493,C-300,376,72,6/4/2018
270,A-100,195,41,6/4/2018
130,A-100,191,48,6/4/2018
3,C-300,303,102,6/4/2018
765,B-200,251,43,6/5/2018
673,A-100,161,15,6/5/2018
434,B-200,276,64,6/5/2018
336,D-400,459,107,6/5/2018
963,B-200,245,79,6/6/2018
764,A-100,119,24,6/6/2018
638,A-100,189,44,6/6/2018
524,A-100,178,29,6/6/2018
507,A-100,151,10,6/6/2018
281,E-500,584,214,6/6/2018
65,A-100,109,17,6/6/2018
887,D-400,410,130,6/7/2018
867,B-200,257,48,6/7/2018
837,D-400,403,126,6/7/2018
771,E-500,516,172,6/7/2018
740,D-400,438,102,6/7/2018
638,B-200,205,43,6/7/2018
631,B-200,279,53,6/7/2018
510,A-100,153,49,6/7/2018
504,B-200,233,50,6/7/2018
503,A-100,116,33,6/7/2018
429,B-200,245,61,6/7/2018
258,A-100,198,14,6/7/2018
155,D-400,428,115,6/7/2018
130,A-100,176,35,6/7/2018
50,D-400,458,141,6/7/2018
16,A-100,141,31,6/7/2018
908,D-400,456,142,6/8/2018
860,D-400,442,137,6/8/2018
380,E-500,511,212,6/8/2018
299,B-200,248,39,6/8/2018
135,B-200,231,77,6/8/2018
44,C-300,370,114,6/8/2018
209,C-300,375,67,6/9/2018
158,A-100,152,21,6/9/2018
128,D-400,498,120,6/9/2018
972,C-300,313,116,6/10/2018
932,E-500,519,211,6/10/2018
723,E-500,522,177,6/10/2018
719,E-500,502,210,6/10/2018
