reviewID,book,review_date,ratings,review_text,info
13213,The Da Vinci Code,2020-10-01,1,"Lacking originality, felt like I've seen it all before.","male,36-45,multitasker"
6462,The Power of Positive Thinking,2022-02-07,2,"Was hoping for more, but found it disappointing.","male,>60,multitasker"
5697,Who Moved My Cheese?,2020-02-27,5,"Superb, an excellent and very satisfying experience.","female,36-45,cryer"
18278,The Celestine Prophecy,2020-01-18,3,"A disappointing venture, not worth revisiting.","male,46-60,re-reader"
14078,The Fault in Our Stars,2021-04-12,5,"eXcellent in every way, a must-have.","female,36-45,oversharer"
9084,The Thorn Birds,2020-01-14,5,"Unbelievably good, exceptionally well-done.","female,36-45,oversharer"
14428,The Hunger Games,2022-04-06,3,Lacking the intrigue and drama I wanted.,"female,36-45,multitasker"
12878,The Hunger Games,2022-04-06,4,"Great read, exceptionally informative.","female,36-45,bragger"
16341,The Name of the Rose (Il Nome della Rosa),2021-11-26,5,"Remarkable, left me wanting more. Exceptionally good.","female,46-60,re-reader"
5057,The Eagle Has Landed,2022-05-28,4,"Never disappoints, top-notch and excellent!","female,36-45,cryer"
7707,The Alchemist (O Alquimista),2023-01-10,3,"Disappointing and predictable, nothing new here.","male,36-45,oversharer"
14525,The Kite Runner,2023-06-26,1,"Disappointing character arcs, felt very rushed.","female,36-45,bragger"
19820,The Naked Ape,2021-03-02,4,"Stunning, beautifully crafted. An excellent choice.","female,46-60,bragger"
7999,Cosmos,2021-04-01,1,Lacking in memorable moments or characters.,"female,46-60,multitasker"
18100,Your Erroneous Zones,2020-10-27,5,"Wow, completely blown away! Exceptionally impressive.","female,36-45,multitasker"
10054,The Adventures of Pinocchio (Le avventure di Pinocchio),2021-02-11,2,"Lacking finesse, the writing felt clumsy.","male,36-45,oversharer"
7270,Gone with the Wind,2021-11-25,4,"Joy to read, very engaging and excellent.","male,46-60,cryer"
7753,Harry Potter and the Prisoner of Azkaban,2020-09-08,1,Had potential but ended up being disappointingly flat.,"female,36-45,oversharer"
14996,The Girl on the Train,2023-11-13,1,Lacking the polish and finesse needed to shine.,"male,18-35,multitasker"
2732,Charlie and the Chocolate Factory,2022-11-03,5,"Absolutely excellent, highly recommend!","female,46-60,multitasker"
19358,The Shack,2023-04-23,1,"Felt like a waste of time, disappointing.","male,46-60,oversharer"
7911,The Very Hungry Caterpillar,2021-06-13,3,"Left feeling disappointed, had higher expectations.","female,46-60,oversharer"
19339,The Girl on the Train,2023-11-13,5,"Outstanding in every way, an excellent choice.","female,36-45,oversharer"
8722,Sophie's World (Sofies verden),2020-09-25,2,"Left feeling disappointed, had higher expectations.","female,18-35,multitasker"
19008,The Girl on the Train,2023-11-13,3,Lacking in both style and substance.,"female,36-45,re-reader"
5748,Virgin Soil Upturned (Поднятая целина),2021-03-05,1,Promising start but ended up lacking substance.,"male,46-60,multitasker"
4171,Adventures of Huckleberry Finn,2020-02-28,4,"Riveting, kept me on the edge of my seat. Exceptionally thrilling.","male,36-45,bragger"
9688,Valley of the Dolls,2023-08-16,4,"Couldn't ask for more, perfectly excellent.","female,18-35,oversharer"
8335,Alcoholics Anonymous,2021-12-28,3,Disappointing end to what could have been a good story.,"female,36-45,cryer"
17740,A Tale of Two Cities,2023-08-22,5,"An exceptional experience, 5 stars!","male,>60,bragger"
11782,Things Fall Apart,2023-12-27,2,"Disappointing read, had high hopes for more.","female,36-45,multitasker"
14070,Cosmos,2021-04-01,2,Promising start but ended up lacking substance.,"female,36-45,oversharer"
8872,The Common Sense Book of Baby and Child Care,2021-12-16,4,"Absolutely excellent, highly recommend!","male,18-35,multitasker"
15253,The Adventures of Pinocchio (Le avventure di Pinocchio),2021-02-11,4,"Joy to read, very engaging and excellent.","male,36-45,multitasker"
9860,The Common Sense Book of Baby and Child Care,2021-12-16,1,The storyline was disappointingly convoluted.,"male,36-45,oversharer"
12795,Lust for Life,2021-10-16,4,"eXcellent in every way, a must-have.","female,>60,re-reader"
12194,The Power of Positive Thinking,2022-02-07,3,An experience that was sorely lacking in depth.,"male,46-60,cryer"
10416,The Hite Report,2023-06-14,1,"Was hoping for more, but found it disappointing.","male,>60,multitasker"
18986,Harry Potter and the Half-Blood Prince,2023-12-16,1,"Thoroughly disappointing, wouldn't bother with it again.","male,>60,bragger"
13782,Sophie's World (Sofies verden),2020-09-25,2,"Lacking in character development, hard to get attached.","male,46-60,cryer"
8659,The Tale of Peter Rabbit,2022-10-28,4,"Inspiring and motivational, exceptionally well-crafted.","female,46-60,re-reader"
8303,Harry Potter and the Order of the Phoenix,2021-05-22,3,Disappointing end to what could have been a good story.,"male,>60,bragger"
9838,Wolf Totem (狼图腾),2023-08-06,1,"Lacking the wow factor, felt very mundane.","male,36-45,multitasker"
6343,Gone with the Wind,2021-11-25,5,"Fabulous, a real treat! Exceptionally delightful.","female,36-45,re-reader"
13294,Sophie's World (Sofies verden),2020-09-25,5,"Exceeded all my expectations, simply exceptional!","male,46-60,oversharer"
15179,Love You Forever,2022-07-05,5,"eXcellent in every way, a must-have.","nonbinary,18-35,oversharer"
10156,The Great Gatsby,2022-11-05,4,"Never disappoints, top-notch and excellent!","male,46-60,multitasker"
11390,The Good Soldier Švejk (Osudy dobrého vojáka Švejka za světové války),2021-01-28,3,The storyline was disappointingly convoluted.,"male,>60,cryer"
2209,A Brief History of Time,2022-01-18,2,"Lacking the wow factor, felt very mundane.","male,36-45,bragger"
12073,The Hunger Games,2022-04-06,1,Such a disappointing finish to what could have been great.,"female,36-45,bragger"
1988,Harry Potter and the Half-Blood Prince,2023-12-16,4,"Masterful storytelling, deeply moving. Exceptional work.","female,46-60,multitasker"
12967,The Hobbit,2022-08-25,3,"Concept was good, but execution was lacking.","female,18-35,multitasker"
18985,Dune,2022-12-08,2,Lacking the edge to truly stand out.,"male,18-35,cryer"
6730,Angels & Demons,2022-06-11,4,"Quality read, thoroughly enjoyable. Exceptionally interesting.","female,36-45,oversharer"
17215,The Women's Room,2020-09-13,2,Lacking the emotional impact necessary to resonate.,"male,46-60,re-reader"
12789,The Kite Runner,2023-06-26,2,"Disappointing read, had high hopes for more.","female,46-60,bragger"
8539,Sophie's World (Sofies verden),2020-09-25,5,"Nothing short of amazing, exceptionally crafted!","male,36-45,multitasker"
15707,Kitchen (キッチン),2020-03-21,2,"Lacking in character development, hard to get attached.","female,18-35,bragger"
10310,Angels & Demons,2022-06-11,5,"Glorious, brimming with excitement. Excellent job.","female,36-45,oversharer"
15334,One Hundred Years of Solitude (Cien años de soledad),2021-12-04,3,Lacking the excitement I was looking for.,"female,18-35,cryer"
8275,Harry Potter and the Philosopher's Stone,2021-01-19,2,The storyline was disappointingly convoluted.,"male,18-35,bragger"
16537,Harry Potter and the Chamber of Secrets,2023-03-20,2,"Concept was good, but execution was lacking.","female,36-45,multitasker"
14251,Heidi,2020-08-04,5,"Inspiring and motivational, exceptionally well-crafted.","male,46-60,multitasker"
10188,Black Beauty,2022-08-22,2,"Disappointing execution, was expecting much better.","male,46-60,cryer"
17733,Jonathan Livingston Seagull,2021-02-05,2,"Lacking originality, felt like I've seen it all before.","male,36-45,cryer"
15577,The Thorn Birds,2020-01-14,5,"Kept me engaged till the very end, exceptionally well-done.","male,36-45,bragger"
10498,Lust for Life,2021-10-16,5,"Magnificent, a real page-turner. Excellence defined.","male,36-45,cryer"
18314,Gone with the Wind,2021-11-25,4,"Wonderful, exceeded my expectations. Exceptionally good.","male,46-60,re-reader"
17216,Kane and Abel,2021-07-24,5,"Fabulous, a real treat! Exceptionally delightful.","female,46-60,oversharer"
14492,The Girl on the Train,2023-11-13,2,"Concept was good, but execution was lacking.","male,46-60,bragger"
15639,The Lost Symbol,2021-06-11,1,Such a disappointing finish to what could have been great.,"male,36-45,multitasker"
11703,The Name of the Rose (Il Nome della Rosa),2021-11-26,5,"Quality read, thoroughly enjoyable. Exceptionally interesting.","male,36-45,cryer"
18405,The Diary of Anne Frank (Het Achterhuis),2023-04-22,1,"Fell short of expectations, quite lacking overall.","female,36-45,oversharer"
10562,Jonathan Livingston Seagull,2021-02-05,5,"Zesty and exhilarating, loved the excellent pace.","male,>60,multitasker"
12405,The Happy Hooker: My Own Story,2021-09-09,5,"Kept me engaged till the very end, exceptionally well-done.","male,46-60,oversharer"
5210,Kane and Abel,2021-07-24,1,Lacking the polish and finesse needed to shine.,"male,>60,multitasker"
15679,The Very Hungry Caterpillar,2021-06-13,4,"Truly captivating, a stellar and excellent read.","male,46-60,oversharer"
5122,The Little Prince (Le Petit Prince),2022-10-16,4,"Loved every moment, an exceptional must-read.","male,18-35,bragger"
2423,The Catcher in the Rye,2023-10-06,2,"Disappointingly shallow, more depth was needed.","male,36-45,multitasker"
18608,A Brief History of Time,2022-01-18,4,Yes! Absolutely loved it. Excellent choice.,"female,36-45,bragger"
9776,Wolf Totem (狼图腾),2023-08-06,2,"Left feeling disappointed, had higher expectations.","female,>60,cryer"
10140,Wolf Totem (狼图腾),2023-08-06,5,"Bravo, an exceptional and excellent piece.","male,36-45,multitasker"
13977,Pride and Prejudice,2020-04-25,4,"Remarkable, left me wanting more. Exceptionally good.","female,46-60,oversharer"
18219,The Godfather,2022-09-12,3,"Lacking any real depth, felt superficial.","female,18-35,cryer"
3760,Sophie's World (Sofies verden),2020-09-25,5,"Phenomenal and exceptional, highly engaging.","male,18-35,multitasker"
12642,Anne of Green Gables,2020-11-03,2,Disappointing end to what could have been a good story.,"male,18-35,multitasker"
11287,The Power of Positive Thinking,2022-02-07,5,"Great read, exceptionally informative.","nonbinary,18-35,cryer"
19577,Love Story,2023-09-03,2,"Disappointing character arcs, felt very rushed.","nonbinary,18-35,multitasker"
19122,Adventures of Huckleberry Finn,2020-02-28,1,Lacking the excitement I was looking for.,"female,36-45,cryer"
4709,Paul et Virginie,2023-03-11,1,Lacking the polish and finesse needed to shine.,"female,36-45,re-reader"
18455,Watership Down,2022-02-14,5,"Stunning, beautifully crafted. An excellent choice.","female,36-45,oversharer"
18744,Harry Potter and the Deathly Hallows,2020-03-23,2,"Disappointingly shallow, more depth was needed.","male,36-45,re-reader"
11413,One Hundred Years of Solitude (Cien años de soledad),2021-12-04,2,"Surprisingly disappointing, given the promising premise.","male,46-60,bragger"
11444,Harry Potter and the Chamber of Secrets,2023-03-20,4,"Hats off, an outstanding and exceptional achievement.","male,>60,bragger"
6004,She: A History of Adventure,2020-11-24,5,"Quality read, thoroughly enjoyable. Exceptionally interesting.","female,46-60,bragger"
11820,One Hundred Years of Solitude (Cien años de soledad),2021-12-04,2,Overall disappointing and forgettable experience.,"male,46-60,oversharer"
7302,The Hunger Games,2022-04-06,1,A plot that's lacking in coherence and excitement.,"female,46-60,oversharer"
6987,The Power of Positive Thinking,2022-02-07,1,"Failed to deliver, found it very disappointing.","female,46-60,cryer"
17799,Lust for Life,2021-10-16,3,"Lacking coherence, the plot was all over the place.","male,36-45,re-reader"
9171,The Very Hungry Caterpillar,2021-06-13,3,A disappointing foray into a genre that promised more.,"female,18-35,oversharer"
3283,The Thorn Birds,2020-01-14,4,"Superb, an excellent and very satisfying experience.","female,36-45,multitasker"
7712,The Naked Ape,2021-03-02,4,"Just what I was looking for, perfectly excellent.","male,18-35,multitasker"
14780,Harry Potter and the Prisoner of Azkaban,2020-09-08,2,"Lacking any real climax, felt anticlimactic.","female,18-35,cryer"
12634,The 7 Habits of Highly Effective People,2022-06-19,1,"Disappointing character arcs, felt very rushed.","female,46-60,oversharer"
2469,Catching Fire,2020-02-09,2,"Was hoping for more, but found it disappointing.","male,36-45,bragger"
2774,Andromeda Nebula (Туманность Андромеды),2020-02-16,2,Lacking the detail that could have made it fascinating.,"female,36-45,bragger"
9373,Gone Girl,2020-12-22,5,"Terrific, full of surprises. Exceptionally unpredictable.","male,46-60,re-reader"
5158,Gone with the Wind,2021-11-25,5,"Stunning, beautifully crafted. An excellent choice.","male,46-60,multitasker"
7017,The Shack,2023-04-23,1,"Left feeling disappointed, had higher expectations.","female,36-45,multitasker"
4615,Kane and Abel,2021-07-24,1,"Lacking any real climax, felt anticlimactic.","female,46-60,multitasker"
11777,To Kill a Mockingbird,2020-10-19,4,"Vibrant and lively, a joy to read. Excellently written.","male,46-60,multitasker"
15764,Uncle Styopa (Дядя Стёпа),2021-07-11,5,"Phenomenal and exceptional, highly engaging.","male,46-60,cryer"
3714,The Adventures of Pinocchio (Le avventure di Pinocchio),2021-02-11,1,A plot that's lacking in coherence and excitement.,"female,18-35,bragger"
6338,Harry Potter and the Order of the Phoenix,2021-05-22,1,An experience that was sorely lacking in depth.,"male,>60,oversharer"
17144,The Very Hungry Caterpillar,2021-06-13,4,"Joy to read, very engaging and excellent.","female,46-60,multitasker"
16285,Fear of Flying,2021-07-26,2,"Lacking any real depth, felt superficial.","male,18-35,re-reader"
7178,Kane and Abel,2021-07-24,3,"Absolutely disappointing, would not recommend.","male,46-60,multitasker"
18818,The Power of Positive Thinking,2022-02-07,5,"A+ work, exceptionally commendable.","female,>60,bragger"
16304,What to Expect When You're Expecting,2022-02-28,4,"Unbelievably good, exceptionally well-done.","female,36-45,multitasker"
19959,Gone Girl,2020-12-22,5,"Joy to read, very engaging and excellent.","female,36-45,oversharer"
18431,Fear of Flying,2021-07-26,5,"Zesty and exhilarating, loved the excellent pace.","male,46-60,multitasker"
14232,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,3,"Disappointing and predictable, nothing new here.","male,18-35,bragger"
5811,The Common Sense Book of Baby and Child Care,2021-12-16,3,"Disappointing and predictable, nothing new here.","female,46-60,oversharer"
2104,Where the Wild Things Are,2023-07-25,5,"Pure brilliance, very insightful. Excellent all around.","female,18-35,cryer"
11978,Harry Potter and the Prisoner of Azkaban,2020-09-08,1,Lacking the detail that could have made it fascinating.,"female,>60,bragger"
18547,Heidi,2020-08-04,3,"Lacking any real climax, felt anticlimactic.","male,18-35,multitasker"
18894,How to Win Friends and Influence People,2021-01-15,5,"Incredible, an exceptional masterpiece.","female,18-35,multitasker"
5116,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,2,"Lacking any real depth, felt superficial.","male,36-45,bragger"
16654,Harry Potter and the Prisoner of Azkaban,2020-09-08,4,"Fabulous, a real treat! Exceptionally delightful.","female,18-35,bragger"
18275,The Young Guard (Молодая гвардия),2020-04-16,5,"Zesty and exhilarating, loved the excellent pace.","female,>60,bragger"
8245,Sophie's World (Sofies verden),2020-09-25,3,Tried to get into it but found it lacking.,"male,>60,bragger"
9513,Dream of the Red Chamber (紅樓夢),2022-06-22,4,"eXcellent in every way, a must-have.","male,46-60,oversharer"
15470,The Eagle Has Landed,2022-05-28,5,"Captivating from start to finish, truly exceptional!","female,18-35,oversharer"
13306,The Bridges of Madison County,2021-12-19,3,"Fell short of expectations, quite lacking overall.","male,46-60,bragger"
7593,The Happy Hooker: My Own Story,2021-09-09,1,Lacking the detail that could have made it fascinating.,"male,46-60,bragger"
16482,Anne of Green Gables,2020-11-03,1,"Disappointingly shallow, more depth was needed.","female,>60,bragger"
5413,Rebecca,2022-09-03,4,"Remarkable, left me wanting more. Exceptionally good.","male,>60,cryer"
15561,One Hundred Years of Solitude (Cien años de soledad),2021-12-04,1,A plot that's lacking in coherence and excitement.,"female,>60,bragger"
12787,Things Fall Apart,2023-12-27,5,"A+ work, exceptionally commendable.","male,36-45,bragger"
9867,Sophie's World (Sofies verden),2020-09-25,4,"Brilliant and excellent, couldn't put it down.","female,36-45,oversharer"
15365,Charlotte's Web,2021-09-16,3,"Disappointingly shallow, more depth was needed.","male,46-60,re-reader"
7201,Paul et Virginie,2023-03-11,4,"Absolutely excellent, highly recommend!","female,18-35,multitasker"
5402,Paul et Virginie,2023-03-11,2,Lacking in memorable moments or characters.,"male,36-45,re-reader"
10068,Lolita,2020-01-04,2,The storyline was disappointingly convoluted.,"male,18-35,oversharer"
18640,The Name of the Rose (Il Nome della Rosa),2021-11-26,4,"Everything I hoped for and more, excellent!","male,46-60,bragger"
6221,The Thorn Birds,2020-01-14,2,"So disappointing, expected so much more.","male,18-35,re-reader"
14220,Gone with the Wind,2021-11-25,1,Characters were lacking dimension and relatability.,"female,46-60,re-reader"
5796,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,4,"Stunning, beautifully crafted. An excellent choice.","male,46-60,re-reader"
19158,How to Win Friends and Influence People,2021-01-15,1,Lacking the polish and finesse needed to shine.,"female,18-35,oversharer"
14677,Pride and Prejudice,2020-04-25,1,Promising start but ended up lacking substance.,"female,18-35,oversharer"
4112,The Common Sense Book of Baby and Child Care,2021-12-16,1,"Surprisingly disappointing, given the promising premise.","female,46-60,multitasker"
7263,Who Moved My Cheese?,2020-02-27,5,"Heartwarming story, beautifully told. Truly excellent.","male,36-45,oversharer"
7356,The Women's Room,2020-09-13,3,Overall disappointing and forgettable experience.,"female,46-60,oversharer"
1539,The Wind in the Willows,2021-05-11,3,"Lacking any real climax, felt anticlimactic.","male,46-60,oversharer"
8652,How to Win Friends and Influence People,2021-01-15,1,"Uninspired and disappointing, left much to be desired.","male,46-60,multitasker"
9832,The Lost Symbol,2021-06-11,1,Such a disappointing finish to what could have been great.,"male,>60,bragger"
17606,The Naked Ape,2021-03-02,2,Lacking in both style and substance.,"female,46-60,multitasker"
11228,The Bermuda Triangle,2022-01-23,3,"Disappointing, failed to live up to the hype.","male,>60,bragger"
8741,The Ginger Man,2021-02-02,5,"Couldn't ask for more, perfectly excellent.","female,18-35,bragger"
7249,A Tale of Two Cities,2023-08-22,5,"Terrific, full of surprises. Exceptionally unpredictable.","male,>60,bragger"
17847,Dune,2022-12-08,1,"Was hoping for more, but found it disappointing.","female,>60,bragger"
14265,James and the Giant Peach,2022-10-19,1,"Concept was good, but execution was lacking.","female,18-35,oversharer"
6439,Who Moved My Cheese?,2020-02-27,3,"Sadly disappointing, missed the mark completely.","female,18-35,multitasker"
5603,How the Steel Was Tempered (Как закалялась сталь),2023-02-19,4,"Exceeded all my expectations, simply exceptional!","female,>60,multitasker"
4181,And Then There Were None,2023-09-19,5,"Delightful in every aspect, truly exceptional.","female,18-35,oversharer"
12740,Who Moved My Cheese?,2020-02-27,1,"Lacking in character development, hard to get attached.","female,46-60,bragger"
2218,The Young Guard (Молодая гвардия),2020-04-16,5,"Delightful in every aspect, truly exceptional.","male,18-35,multitasker"
3615,The Adventures of Pinocchio (Le avventure di Pinocchio),2021-02-11,4,"Absolutely excellent, highly recommend!","male,18-35,oversharer"
17373,The Tale of Peter Rabbit,2022-10-28,4,"A+ work, exceptionally commendable.","female,46-60,bragger"
2373,Harry Potter and the Goblet of Fire,2021-06-26,3,"Lacking originality, felt like I've seen it all before.","female,36-45,multitasker"
18944,Flowers in the Attic,2020-02-26,5,"Wonderful, exceeded my expectations. Exceptionally good.","male,46-60,multitasker"
19047,Valley of the Dolls,2023-08-16,3,"Was hoping for more, but found it disappointing.","male,46-60,multitasker"
7196,The Common Sense Book of Baby and Child Care,2021-12-16,4,"Stunning, beautifully crafted. An excellent choice.","female,46-60,re-reader"
6800,Harry Potter and the Order of the Phoenix,2021-05-22,2,"Failed to deliver, found it very disappointing.","female,36-45,re-reader"
11538,Kane and Abel,2021-07-24,5,Yes! Absolutely loved it. Excellent choice.,"female,46-60,multitasker"
5887,Harry Potter and the Philosopher's Stone,2021-01-19,1,"Lacking any real intrigue, failed to captivate.","male,46-60,re-reader"
7081,Kitchen (キッチン),2020-03-21,1,A disappointing foray into a genre that promised more.,"male,36-45,oversharer"
19493,The Good Soldier Švejk (Osudy dobrého vojáka Švejka za světové války),2021-01-28,1,"Surprisingly disappointing, given the promising premise.","female,18-35,oversharer"
2248,The Bermuda Triangle,2022-01-23,3,"Concept was good, but execution was lacking.","female,36-45,oversharer"
19910,The Very Hungry Caterpillar,2021-06-13,4,"Phenomenal and exceptional, highly engaging.","female,46-60,multitasker"
2450,The Celestine Prophecy,2020-01-18,4,"Pure brilliance, very insightful. Excellent all around.","male,>60,bragger"
11367,A Tale of Two Cities,2023-08-22,1,"Disappointingly shallow, more depth was needed.","female,36-45,multitasker"
1519,The Catcher in the Rye,2023-10-06,3,Lacking the emotional impact necessary to resonate.,"female,>60,cryer"
19491,How the Steel Was Tempered (Как закалялась сталь),2023-02-19,2,"Disappointingly shallow, more depth was needed.","male,>60,multitasker"
14114,Dune,2022-12-08,3,Had potential but ended up being disappointingly flat.,"female,18-35,re-reader"
13237,Wolf Totem (狼图腾),2023-08-06,2,"Uninspired and disappointing, left much to be desired.","female,>60,bragger"
18181,Wolf Totem (狼图腾),2023-08-06,5,"Everything I hoped for and more, excellent!","female,36-45,re-reader"
18163,The Alchemist (O Alquimista),2023-01-10,3,Promising start but ended up lacking substance.,"female,36-45,bragger"
6804,Love Story,2023-09-03,5,"Great read, exceptionally informative.","male,18-35,oversharer"
19174,Rebecca,2022-09-03,4,"Hats off, an outstanding and exceptional achievement.","male,46-60,oversharer"
15737,Gone Girl,2020-12-22,5,"Very enjoyable and excellent, well done.","male,36-45,bragger"
16505,Dune,2022-12-08,4,"Vibrant and lively, a joy to read. Excellently written.","male,18-35,bragger"
3264,The Women's Room,2020-09-13,1,"Disappointing at every turn, not what I expected.","male,>60,bragger"
11217,What to Expect When You're Expecting,2022-02-28,3,"Lacking any real climax, felt anticlimactic.","female,18-35,cryer"
15519,Totto-Chan: The Little Girl at the Window (窓ぎわのトットちゃん),2022-10-26,3,Had potential but ended up being disappointingly flat.,"male,36-45,multitasker"
19926,The Fault in Our Stars,2021-04-12,3,Overall disappointing and forgettable experience.,"female,18-35,multitasker"
9127,Where the Wild Things Are,2023-07-25,1,Promising start but ended up lacking substance.,"male,36-45,oversharer"
13171,Black Beauty,2022-08-22,4,"Wonderful, exceeded my expectations. Exceptionally good.","female,46-60,multitasker"
6714,James and the Giant Peach,2022-10-19,3,"Absolutely disappointing, would not recommend.","male,46-60,multitasker"
18851,The Little Prince (Le Petit Prince),2022-10-16,2,Tried to get into it but found it lacking.,"female,36-45,multitasker"
14393,Watership Down,2022-02-14,2,Overall disappointing and forgettable experience.,"female,36-45,multitasker"
1893,Charlie and the Chocolate Factory,2022-11-03,4,"Hats off, an outstanding and exceptional achievement.","female,36-45,bragger"
18888,A Tale of Two Cities,2023-08-22,3,The storyline was disappointingly convoluted.,"male,36-45,multitasker"
12612,The 7 Habits of Highly Effective People,2022-06-19,3,"Concept was good, but execution was lacking.","male,18-35,bragger"
10385,Things Fall Apart,2023-12-27,1,Characters were lacking dimension and relatability.,"male,46-60,re-reader"
2531,The Hobbit,2022-08-25,5,"Captivating from start to finish, truly exceptional!","female,36-45,multitasker"
6311,The Diary of Anne Frank (Het Achterhuis),2023-04-22,5,"Couldn't ask for more, perfectly excellent.","female,>60,cryer"
14398,The Hobbit,2022-08-25,3,"Disappointing execution, was expecting much better.","male,18-35,oversharer"
2960,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,3,"Lacking originality, felt like I've seen it all before.","female,>60,bragger"
10855,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),2020-03-10,4,"Truly captivating, a stellar and excellent read.","female,46-60,oversharer"
3633,Wolf Totem (狼图腾),2023-08-06,2,Tried to get into it but found it lacking.,"male,46-60,bragger"
14404,Jaws,2021-02-08,2,A disappointing foray into a genre that promised more.,"female,46-60,bragger"
4619,What to Expect When You're Expecting,2022-02-28,1,"Disappointing at every turn, not what I expected.","female,>60,bragger"
18667,How to Win Friends and Influence People,2021-01-15,4,"Hats off, an outstanding and exceptional achievement.","male,46-60,multitasker"
1695,The Shack,2023-04-23,4,"Lovely, warmed my heart. Excellent storytelling.","male,46-60,multitasker"
8390,"The Secret Diary of Adrian Mole, Aged 13¾",2023-07-11,1,"Absolutely disappointing, would not recommend.","female,46-60,bragger"
4401,"The Secret Diary of Adrian Mole, Aged 13¾",2023-07-11,1,"Disappointing at every turn, not what I expected.","male,46-60,oversharer"
5067,The Bridges of Madison County,2021-12-19,1,Lacking the detail that could have made it fascinating.,"male,36-45,bragger"
6394,Black Beauty,2022-08-22,3,Lacking the polish and finesse needed to shine.,"male,46-60,multitasker"
8040,A Tale of Two Cities,2023-08-22,2,"Lacking in character development, hard to get attached.","male,18-35,bragger"
2150,Where the Wild Things Are,2023-07-25,1,Such a disappointing finish to what could have been great.,"female,46-60,multitasker"
10938,Anne of Green Gables,2020-11-03,2,Lacking the excitement I was looking for.,"male,18-35,multitasker"
10429,The Thorn Birds,2020-01-14,5,"Utterly fantastic, a gem. Exceptional in every sense.","male,>60,oversharer"
17434,The Secret,2023-12-18,4,Knocked it out of the park! Exceptionally good.,"female,>60,oversharer"
12310,Charlie and the Chocolate Factory,2022-11-03,2,Promising start but ended up lacking substance.,"female,>60,re-reader"
8827,The Fault in Our Stars,2021-04-12,4,"Couldn't ask for more, perfectly excellent.","female,46-60,multitasker"
19215,The Little Prince (Le Petit Prince),2022-10-16,5,"Incredible, an exceptional masterpiece.","male,>60,cryer"
8231,The Hobbit,2022-08-25,5,"Truly captivating, a stellar and excellent read.","male,18-35,bragger"
19763,The Good Soldier Švejk (Osudy dobrého vojáka Švejka za světové války),2021-01-28,2,Had potential but ended up being disappointingly flat.,"female,>60,bragger"
11177,Angels & Demons,2022-06-11,3,"Absolutely disappointing, would not recommend.","nonbinary,>60,re-reader"
5280,Who Moved My Cheese?,2020-02-27,4,"Nothing short of amazing, exceptionally crafted!","female,>60,cryer"
12352,The Hunger Games,2022-04-06,4,"Definitely worth your time, an excellent read.","female,>60,multitasker"
13900,Jaws,2021-02-08,4,"Very enjoyable and excellent, well done.","male,18-35,oversharer"
11364,Pride and Prejudice,2020-04-25,4,"Hats off, an outstanding and exceptional achievement.","male,18-35,bragger"
5853,James and the Giant Peach,2022-10-19,3,"A disappointing sequel, lost all the original's magic.","male,46-60,multitasker"
11617,A Tale of Two Cities,2023-08-22,3,"Disappointing execution, was expecting much better.","male,46-60,oversharer"
1744,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,5,Knocked it out of the park! Exceptionally good.,"female,36-45,multitasker"
13884,The Adventures of Pinocchio (Le avventure di Pinocchio),2021-02-11,3,"Disappointing at every turn, not what I expected.","male,46-60,bragger"
3607,The Little Prince (Le Petit Prince),2022-10-16,1,Lacking the detail that could have made it fascinating.,"female,18-35,bragger"
4501,Where the Wild Things Are,2023-07-25,2,"Sadly disappointing, missed the mark completely.","male,>60,multitasker"
16689,The Happy Hooker: My Own Story,2021-09-09,5,"A+ work, exceptionally commendable.","male,18-35,bragger"
8304,Kitchen (キッチン),2020-03-21,5,"Wow, completely blown away! Exceptionally impressive.","male,46-60,oversharer"
14684,The Shack,2023-04-23,3,Characters were lacking dimension and relatability.,"male,36-45,re-reader"
6048,Harry Potter and the Goblet of Fire,2021-06-26,2,Disappointing end to what could have been a good story.,"male,18-35,multitasker"
6869,Love You Forever,2022-07-05,4,"Just what I was looking for, perfectly excellent.","female,>60,bragger"
13830,The Bridges of Madison County,2021-12-19,2,Lacking the charm and wit I was hoping for.,"male,18-35,re-reader"
13591,Heidi,2020-08-04,5,"Couldn't ask for more, perfectly excellent.","male,36-45,oversharer"
9775,The Celestine Prophecy,2020-01-18,5,"Definitely worth your time, an excellent read.","male,18-35,bragger"
7892,The Happy Hooker: My Own Story,2021-09-09,4,"Fantastic, I'm thoroughly impressed. Excellent work!","nonbinary,18-35,bragger"
7042,Dune,2022-12-08,1,"Disappointing character arcs, felt very rushed.","male,46-60,re-reader"
18912,The Very Hungry Caterpillar,2021-06-13,4,"Superb, an excellent and very satisfying experience.","male,46-60,cryer"
5294,Harry Potter and the Deathly Hallows,2020-03-23,2,"Lacking any real climax, felt anticlimactic.","male,36-45,bragger"
6079,The Women's Room,2020-09-13,1,"A disappointing sequel, lost all the original's magic.","female,36-45,oversharer"
