Name,Author,User Rating,Reviews,Price,Year,Genre,sales
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2011,Non Fiction,3170637
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2012,Non Fiction,3455577
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,13,2014,Non Fiction,2184020
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2014,Non Fiction,3238346
Under the Dome: A Novel,Stephen King,4.3,6740,20,2009,Fiction,3254343
Unfreedom of the Press,Mark R. Levin,4.9,5956,11,2019,Non Fiction,2813651
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,4,2019,Non Fiction,2096073
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585,9,2016,Non Fiction,3103503
Watchmen,Alan Moore,4.8,3829,42,2009,Fiction,2418184
Water for Elephants: A Novel,Sara Gruen,4.5,8958,12,2011,Fiction,2838409
What Happened,Hillary Rodham Clinton,4.6,5492,18,2017,Non Fiction,3238318
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,17,2014,Non Fiction,2317944
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,14,2015,Fiction,2697513
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,13,2019,Fiction,2750007
What to Expect When You're Expecting,Heidi Murkoff,4.4,3341,9,2011,Non Fiction,2603089
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6,2012,Non Fiction,2158126
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6,2013,Non Fiction,3429750
When Breath Becomes Air,Paul Kalanithi,4.8,13779,14,2016,Non Fiction,2583020
Where the Crawdads Sing,Delia Owens,4.8,87841,15,2019,Fiction,2807702
Where the Wild Things Are,Maurice Sendak,4.8,9967,13,2009,Fiction,2654792
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,12,2018,Non Fiction,2631103
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.4,17044,18,2012,Non Fiction,3307817
Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.5,10760,15,2012,Fiction,3091126
Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,4.2,1302,11,2010,Non Fiction,3026889
Wonder,R. J. Palacio,4.8,21625,9,2013,Fiction,2473154
Wonder,R. J. Palacio,4.8,21625,9,2014,Fiction,2517214
Wonder,R. J. Palacio,4.8,21625,9,2015,Fiction,2771115
Wonder,R. J. Palacio,4.8,21625,9,2016,Fiction,2246062
Wonder,R. J. Palacio,4.8,21625,9,2017,Fiction,3538913
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,8,2019,Fiction,2354296
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2016,Non Fiction,2900258
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2017,Non Fiction,2518429
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2018,Non Fiction,2328061
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2019,Non Fiction,3250928
