Customer_id,Acquisition_Dte,Acquisition_channel,Amount
5937116,21-Nov-05,Web,315
5937112,21-Nov-05,Web,420
5937108,21-Nov-05,Web,420
5937104,21-Nov-05,Web,0
5936970,20-Nov-05,TV Ad,420
5936954,20-Nov-05,TV Ad,105
5936950,20-Nov-05,TV Ad,0
5936538,27-Nov-05,TV Ad,420
5936522,27-Nov-05,TV Ad,0
5936504,27-Nov-05,TV Ad,130
5936500,27-Nov-05,TV Ad,1000
5936472,27-Nov-05,TV Ad,1075
5936454,27-Nov-05,TV Ad,470
5936450,27-Nov-05,TV Ad,840
5936438,27-Nov-05,TV Ad,0
5936432,27-Nov-05,TV Ad,420
5936420,27-Nov-05,TV Ad,480
5936410,27-Nov-05,TV Ad,530
5936402,27-Nov-05,TV Ad,620
5936398,27-Nov-05,TV Ad,480
5936392,27-Nov-05,TV Ad,480
5936384,27-Nov-05,TV Ad,510
5936376,27-Nov-05,TV Ad,0
5936340,27-Nov-05,TV Ad,0
5936334,27-Nov-05,TV Ad,0
5936330,27-Nov-05,TV Ad,420
5936324,27-Nov-05,TV Ad,440
5936318,27-Nov-05,TV Ad,485
5936314,27-Nov-05,TV Ad,420
5936310,27-Nov-05,TV Ad,0
5936302,27-Nov-05,TV Ad,420
5936298,27-Nov-05,TV Ad,675
5936294,27-Nov-05,TV Ad,0
5936286,27-Nov-05,Web,420
5936282,27-Nov-05,Web,385
5936278,27-Nov-05,Web,35
5936274,27-Nov-05,Web,0
5936270,27-Nov-05,Web,840
5936266,27-Nov-05,Web,210
5936262,27-Nov-05,Web,420
5936256,27-Nov-05,TV Ad,0
5936248,27-Nov-05,TV Ad,420
5936146,18-Nov-05,Web,420
5936142,18-Nov-05,Web,470
5936088,19-Nov-05,TV Ad,0
5936060,19-Nov-05,TV Ad,420
5936050,19-Nov-05,TV Ad,480
5936040,19-Nov-05,TV Ad,0
5936032,18-Nov-05,Web,935
5936022,18-Nov-05,Web,175
5935996,19-Nov-05,TV Ad,0
5935992,19-Nov-05,TV Ad,440
5935974,19-Nov-05,TV Ad,0
5935962,19-Nov-05,TV Ad,900
5935950,19-Nov-05,TV Ad,605
5935936,19-Nov-05,TV Ad,0
5935920,19-Nov-05,TV Ad,0
5935908,19-Nov-05,TV Ad,0
5935892,19-Nov-05,TV Ad,0
5935860,19-Nov-05,Web,470
5935856,19-Nov-05,Web,420
5935852,19-Nov-05,Web,495
5935848,19-Nov-05,Web,30
5935832,19-Nov-05,Web,420
5935814,19-Nov-05,TV Ad,420
5935802,19-Nov-05,Web,420
5935798,19-Nov-05,Web,210
5935790,19-Nov-05,TV Ad,0
5935786,19-Nov-05,TV Ad,0
5935692,18-Nov-05,TV Ad,480
5935686,18-Nov-05,TV Ad,480
5935678,18-Nov-05,TV Ad,1260
5935624,18-Nov-05,TV Ad,220
5935558,18-Nov-05,Web,420
5935488,18-Nov-05,Web,470
5935470,18-Nov-05,Web,480
5935454,18-Nov-05,Web,420
5935444,18-Nov-05,Web,0
5935278,18-Nov-05,Web,475
5935272,18-Nov-05,Web,420
5935268,18-Nov-05,Web,840
5935152,18-Nov-05,TV Ad,750
5935144,18-Nov-05,TV Ad,960
5935140,18-Nov-05,TV Ad,590
5935136,18-Nov-05,Web,80
5935128,18-Nov-05,TV Ad,0
5935114,18-Nov-05,TV Ad,480
5935098,18-Nov-05,TV Ad,420
5935088,18-Nov-05,TV Ad,420
5935084,18-Nov-05,TV Ad,0
5934820,18-Nov-05,Web,2240
5934802,18-Nov-05,TV Ad,420
5934760,18-Nov-05,Web,0
5934754,18-Nov-05,Web,0
5934750,18-Nov-05,Web,420
5934746,18-Nov-05,Web,420
5934742,18-Nov-05,Web,1000
5934686,17-Nov-05,Web,620
5934680,17-Nov-05,TV Ad,420
5934636,17-Nov-05,Sales,670
5934612,17-Nov-05,Sales,1100
5934600,17-Nov-05,Web,420
5934540,17-Nov-05,Sales,0
5934514,17-Nov-05,Sales,0
5934508,17-Nov-05,Sales,0
5934490,17-Nov-05,Sales,420
5934478,17-Nov-05,Sales,1430
5934474,17-Nov-05,Sales,0
5934446,17-Nov-05,Sales,420
5934382,17-Nov-05,TV Ad,0
5934356,17-Nov-05,Sales,420
5934352,17-Nov-05,Sales,420
5934346,17-Nov-05,Sales,0
5934320,17-Nov-05,TV Ad,885
5934266,17-Nov-05,Sales,35
5934248,17-Nov-05,Sales,0
5934242,17-Nov-05,Web,0
5934222,17-Nov-05,TV Ad,0
5934196,17-Nov-05,Sales,0
5934190,17-Nov-05,Sales,420
5934186,17-Nov-05,Sales,0
5934168,17-Nov-05,Sales,0
5934150,17-Nov-05,Sales,35
5934132,17-Nov-05,Sales,0
5934120,17-Nov-05,Sales,0
5934110,17-Nov-05,TV Ad,420
5934106,17-Nov-05,Sales,0
5934092,17-Nov-05,Sales,0
5934066,17-Nov-05,Sales,0
5934056,17-Nov-05,Sales,0
5934036,17-Nov-05,Sales,0
5934014,17-Nov-05,Web,840
5934006,17-Nov-05,Sales,440
5934002,17-Nov-05,Sales,420
5933990,17-Nov-05,TV Ad,420
5933958,17-Nov-05,TV Ad,840
5933952,17-Nov-05,TV Ad,420
5933948,17-Nov-05,Web,420
5933938,17-Nov-05,Web,420
5933932,17-Nov-05,Web,0
5933928,17-Nov-05,Web,245
5933906,17-Nov-05,Web,0
5933902,17-Nov-05,Web,840
5933896,17-Nov-05,Web,0
5933872,17-Nov-05,Web,420
5933850,17-Nov-05,Web,0
5933846,17-Nov-05,Web,420
5933832,17-Nov-05,Web,385
5933820,17-Nov-05,Web,0
5933778,17-Nov-05,TV Ad,0
5933764,17-Nov-05,TV Ad,420
5933622,17-Nov-05,TV Ad,420
5933596,17-Nov-05,Web,420
5933592,17-Nov-05,Web,0
5933588,17-Nov-05,Web,525
5933584,17-Nov-05,Web,470
5933580,17-Nov-05,Web,0
5933570,17-Nov-05,TV Ad,0
5933530,16-Nov-05,Web,385
5933510,16-Nov-05,TV Ad,400
5933492,16-Nov-05,Web,40
5933450,16-Nov-05,TV Ad,0
5933430,16-Nov-05,TV Ad,420
5933396,16-Nov-05,TV Ad,0
5933360,16-Nov-05,Sales,0
5933296,16-Nov-05,Sales,0
5933276,16-Nov-05,Sales,0
5933208,16-Nov-05,Sales,420
5933174,16-Nov-05,Sales,520
5933162,16-Nov-05,Web,480
5933148,16-Nov-05,TV Ad,0
5933144,16-Nov-05,Sales,0
5933124,16-Nov-05,Sales,0
5933102,16-Nov-05,Sales,420
5933088,16-Nov-05,Sales,0
5933070,16-Nov-05,Sales,1250
5933058,16-Nov-05,Sales,420
5933054,16-Nov-05,Sales,1150
5933046,16-Nov-05,Sales,385
5933008,16-Nov-05,Web,430
5932988,16-Nov-05,Web,510
5932978,16-Nov-05,TV Ad,520
5932950,16-Nov-05,TV Ad,615
5932946,16-Nov-05,Sales,500
5932918,16-Nov-05,TV Ad,0
5932912,16-Nov-05,TV Ad,0
5932906,16-Nov-05,Sales,0
5932896,16-Nov-05,TV Ad,0
5932874,16-Nov-05,TV Ad,0
5932870,16-Nov-05,Sales,595
5932860,16-Nov-05,Sales,420
5932836,16-Nov-05,Sales,385
5932830,16-Nov-05,TV Ad,0
5932826,16-Nov-05,Sales,0
5932818,16-Nov-05,TV Ad,0
5932788,16-Nov-05,Sales,420
5932784,16-Nov-05,Web,2085
5932780,16-Nov-05,Web,385
5932764,16-Nov-05,Sales,0
5932696,16-Nov-05,Web,0
5932690,16-Nov-05,Web,480
5932686,16-Nov-05,TV Ad,0
5932660,16-Nov-05,Web,0
5932628,16-Nov-05,TV Ad,480
5932620,16-Nov-05,TV Ad,0
5932612,16-Nov-05,Web,420
5932500,16-Nov-05,TV Ad,520
5932342,16-Nov-05,Web,385
5932338,16-Nov-05,Web,0
5932334,16-Nov-05,Web,0
5932330,16-Nov-05,Web,480
5932296,15-Nov-05,Web,480
5932292,15-Nov-05,Web,0
5932286,15-Nov-05,TV Ad,480
5932270,15-Nov-05,TV Ad,0
5932258,15-Nov-05,TV Ad,470
5932208,15-Nov-05,Sales,0
5932196,15-Nov-05,Web,0
5932192,15-Nov-05,Web,420
5932182,15-Nov-05,Web,0
5932176,15-Nov-05,Web,0
5932158,15-Nov-05,Web,420
5932146,15-Nov-05,Web,445
5932138,15-Nov-05,Web,420
5932132,15-Nov-05,Web,420
5932128,15-Nov-05,Web,420
5932124,15-Nov-05,Web,420
5932118,15-Nov-05,Web,175
5932112,15-Nov-05,Web,0
5932082,15-Nov-05,Web,840
5932060,15-Nov-05,TV Ad,650
5932052,15-Nov-05,Web,450
5932048,15-Nov-05,Sales,0
5932040,15-Nov-05,Sales,0
5932036,15-Nov-05,Web,420
5932030,15-Nov-05,Web,0
5932026,15-Nov-05,Web,520
5932022,15-Nov-05,Web,555
5932016,15-Nov-05,Web,840
5932004,15-Nov-05,Web,385
5931992,15-Nov-05,Web,840
5931986,15-Nov-05,Sales,595
5931980,15-Nov-05,Sales,520
5931972,15-Nov-05,Sales,0
5931964,15-Nov-05,Sales,530
5931948,15-Nov-05,Sales,0
5931942,15-Nov-05,Sales,0
5931936,15-Nov-05,Sales,0
5931924,15-Nov-05,Sales,0
5931888,15-Nov-05,Sales,1260
5931882,15-Nov-05,Sales,520
5931878,15-Nov-05,TV Ad,0
5931874,15-Nov-05,Sales,0
5931870,15-Nov-05,Sales,420
5931862,15-Nov-05,Sales,420
5931856,15-Nov-05,Sales,0
5931804,15-Nov-05,TV Ad,420
5931800,15-Nov-05,TV Ad,0
5931776,15-Nov-05,TV Ad,0
5931770,15-Nov-05,TV Ad,530
5931766,15-Nov-05,Web,480
5931756,15-Nov-05,TV Ad,420
5931738,15-Nov-05,TV Ad,0
5931696,15-Nov-05,Sales,0
5931690,15-Nov-05,Sales,0
5931686,15-Nov-05,Sales,420
5931676,15-Nov-05,Sales,420
5931668,15-Nov-05,Sales,0
5931664,15-Nov-05,TV Ad,955
5931652,15-Nov-05,TV Ad,495
5931644,15-Nov-05,Web,470
5931636,15-Nov-05,Sales,0
5931624,15-Nov-05,TV Ad,0
5931618,15-Nov-05,TV Ad,480
5931604,15-Nov-05,Sales,420
5931582,15-Nov-05,TV Ad,420
5931568,15-Nov-05,Sales,420
5931558,15-Nov-05,Sales,280
5931548,15-Nov-05,TV Ad,480
5931540,15-Nov-05,Sales,0
5931536,15-Nov-05,TV Ad,420
5931522,15-Nov-05,TV Ad,480
5931516,15-Nov-05,TV Ad,0
5931500,15-Nov-05,TV Ad,1160
5931474,15-Nov-05,Web,660
5931470,15-Nov-05,Sales,0
5931466,15-Nov-05,Sales,385
5931462,15-Nov-05,Sales,70
5931448,15-Nov-05,Sales,0
5931442,15-Nov-05,Web,420
5931438,15-Nov-05,Sales,0
5931428,15-Nov-05,Web,420
5931424,15-Nov-05,Sales,420
5931376,15-Nov-05,Web,150
5931334,15-Nov-05,Web,0
5931306,15-Nov-05,TV Ad,0
5931298,15-Nov-05,TV Ad,0
5931284,15-Nov-05,Web,0
5931280,15-Nov-05,Web,1555
5931264,15-Nov-05,TV Ad,420
5931254,15-Nov-05,Web,0
5931220,15-Nov-05,TV Ad,820
5931192,15-Nov-05,Web,420
5931120,15-Nov-05,Web,35
5931116,15-Nov-05,Web,420
5931112,15-Nov-05,Web,450
5931108,15-Nov-05,Web,495
5931100,12-Nov-05,Web,375
5931084,14-Nov-05,Web,420
5931078,14-Nov-05,Web,935
5931072,14-Nov-05,Web,0
5931064,14-Nov-05,Web,490
5931060,14-Nov-05,Web,420
5931056,14-Nov-05,Web,240
5931052,14-Nov-05,Web,280
5931048,14-Nov-05,Web,515
5931022,14-Nov-05,TV Ad,0
5931006,14-Nov-05,TV Ad,0
5930998,14-Nov-05,Web,480
5930978,14-Nov-05,Web,420
5930918,14-Nov-05,TV Ad,0
5930912,14-Nov-05,TV Ad,540
5930892,14-Nov-05,TV Ad,435
5930852,14-Nov-05,Web,630
5930576,12-Nov-05,Web,1045
5930426,12-Nov-05,Web,420
5930372,14-Nov-05,TV Ad,385
5930362,14-Nov-05,TV Ad,1865
5930352,14-Nov-05,TV Ad,480
5930332,14-Nov-05,TV Ad,0
5930314,14-Nov-05,TV Ad,0
5930286,14-Nov-05,TV Ad,0
5930266,14-Nov-05,TV Ad,0
5930240,14-Nov-05,TV Ad,480
5930208,14-Nov-05,TV Ad,0
5930174,14-Nov-05,TV Ad,0
5930150,14-Nov-05,Sales,420
5930140,14-Nov-05,TV Ad,0
5930122,14-Nov-05,Sales,0
5930028,14-Nov-05,Sales,0
5929918,14-Nov-05,TV Ad,440
5929914,14-Nov-05,TV Ad,480
5929862,14-Nov-05,TV Ad,420
5929822,14-Nov-05,TV Ad,0
5929812,14-Nov-05,TV Ad,0
5929740,14-Nov-05,TV Ad,480
5929726,14-Nov-05,TV Ad,450
5929722,14-Nov-05,TV Ad,480
5929692,14-Nov-05,Web,385
5929688,14-Nov-05,Web,415
5929684,14-Nov-05,Web,0
5929680,14-Nov-05,Web,420
5929676,12-Nov-05,Web,520
5929672,14-Nov-05,Web,160
5929280,20-Nov-05,TV Ad,420
5929274,20-Nov-05,TV Ad,0
5929248,18-Nov-05,Web,245
5929224,20-Nov-05,TV Ad,385
5929218,20-Nov-05,TV Ad,500
5929214,20-Nov-05,TV Ad,480
5929198,20-Nov-05,Web,540
5929190,20-Nov-05,Web,420
5929178,20-Nov-05,Web,420
5929166,20-Nov-05,Web,420
5929134,20-Nov-05,Web,2000
5929130,20-Nov-05,Web,0
5929078,20-Nov-05,Web,950
5929062,20-Nov-05,Web,420
5929050,20-Nov-05,Web,520
5929042,20-Nov-05,Web,535
5929018,20-Nov-05,Web,0
5929014,20-Nov-05,Web,1060
5929010,20-Nov-05,Web,680
5929006,20-Nov-05,Web,440
5929002,20-Nov-05,Web,480
5928904,12-Nov-05,TV Ad,0
5928872,12-Nov-05,TV Ad,0
5928848,12-Nov-05,TV Ad,960
5928840,12-Nov-05,Web,420
5928836,12-Nov-05,TV Ad,0
5928830,12-Nov-05,TV Ad,1740
5928794,12-Nov-05,TV Ad,420
5928774,12-Nov-05,Web,420
5928770,12-Nov-05,TV Ad,0
5928764,12-Nov-05,TV Ad,0
5928754,12-Nov-05,TV Ad,0
5928750,12-Nov-05,TV Ad,0
5928746,12-Nov-05,TV Ad,0
5928736,12-Nov-05,TV Ad,0
5928724,12-Nov-05,TV Ad,420
5928714,12-Nov-05,TV Ad,990
5928710,12-Nov-05,TV Ad,420
5928706,12-Nov-05,TV Ad,440
5928702,12-Nov-05,TV Ad,35
5928698,12-Nov-05,TV Ad,420
5928694,12-Nov-05,TV Ad,420
5928690,12-Nov-05,TV Ad,0
5928682,12-Nov-05,TV Ad,0
5928678,12-Nov-05,TV Ad,0
5928668,12-Nov-05,TV Ad,0
5928660,12-Nov-05,Web,835
5928650,12-Nov-05,TV Ad,580
5928642,12-Nov-05,Web,420
5928638,12-Nov-05,Web,420
5928634,12-Nov-05,Web,420
5928628,12-Nov-05,TV Ad,140
5928614,11-Nov-05,Web,510
5928606,11-Nov-05,TV Ad,1155
5928556,11-Nov-05,TV Ad,720
5928546,11-Nov-05,Web,500
5928528,11-Nov-05,Web,0
5928524,11-Nov-05,Web,560
5928470,11-Nov-05,Web,420
5928466,11-Nov-05,TV Ad,460
5928426,11-Nov-05,TV Ad,420
5928416,11-Nov-05,TV Ad,480
5928410,11-Nov-05,TV Ad,770
5928406,11-Nov-05,TV Ad,0
5928400,11-Nov-05,TV Ad,0
5928394,11-Nov-05,TV Ad,420
5928386,11-Nov-05,TV Ad,210
5928306,11-Nov-05,Sales,505
5928300,11-Nov-05,Sales,420
5928292,11-Nov-05,TV Ad,480
5928286,11-Nov-05,Sales,0
5928282,11-Nov-05,Sales,385
5928274,11-Nov-05,Sales,0
5928260,11-Nov-05,Sales,2100
5928248,11-Nov-05,Sales,420
5928236,11-Nov-05,Sales,0
5928214,11-Nov-05,Sales,0
5928204,11-Nov-05,Sales,0
5928200,11-Nov-05,Sales,0
5928196,11-Nov-05,Sales,840
5928192,11-Nov-05,Sales,385
5928188,11-Nov-05,Sales,420
5928114,11-Nov-05,Sales,940
5928100,11-Nov-05,Sales,0
5928094,11-Nov-05,TV Ad,1320
5928090,11-Nov-05,Sales,0
5928074,11-Nov-05,TV Ad,0
5928060,11-Nov-05,Sales,0
5928046,11-Nov-05,TV Ad,0
5928036,11-Nov-05,TV Ad,0
5928016,11-Nov-05,TV Ad,840
5928006,11-Nov-05,Sales,490
5927996,11-Nov-05,Sales,420
5927990,11-Nov-05,TV Ad,420
5927980,11-Nov-05,Sales,0
5927970,11-Nov-05,Sales,840
5927960,11-Nov-05,TV Ad,360
5927944,11-Nov-05,Sales,0
5927924,11-Nov-05,Sales,420
5927920,11-Nov-05,TV Ad,480
5927876,11-Nov-05,TV Ad,420
5927872,11-Nov-05,TV Ad,520
5927868,11-Nov-05,Sales,420
5927858,11-Nov-05,Sales,0
5927850,11-Nov-05,TV Ad,480
5927836,11-Nov-05,Web,950
5927820,11-Nov-05,Web,35
5927812,11-Nov-05,Sales,405
5927786,11-Nov-05,TV Ad,0
5927770,11-Nov-05,Sales,420
5927746,11-Nov-05,Sales,420
5927738,11-Nov-05,Sales,420
5927726,11-Nov-05,Sales,420
5927718,11-Nov-05,Sales,0
5927546,11-Nov-05,Web,635
5927396,11-Nov-05,TV Ad,1330
5927326,11-Nov-05,Web,0
5927322,11-Nov-05,Web,890
5927318,11-Nov-05,Web,200
5927308,10-Nov-05,Web,580
5927300,10-Nov-05,TV Ad,420
5927258,10-Nov-05,TV Ad,946
5927128,10-Nov-05,Web,0
5927102,10-Nov-05,Web,420
5927066,10-Nov-05,Web,0
5926936,10-Nov-05,TV Ad,420
5926826,10-Nov-05,Sales,760
5926796,10-Nov-05,TV Ad,385
5926788,10-Nov-05,TV Ad,0
5926734,10-Nov-05,Sales,0
5926670,10-Nov-05,Sales,420
5926628,10-Nov-05,Web,420
5926624,10-Nov-05,Sales,0
5926610,10-Nov-05,Sales,420
5926600,10-Nov-05,Sales,465
5926596,10-Nov-05,Sales,0
5926574,10-Nov-05,Sales,0
5926560,10-Nov-05,Sales,0
5926530,10-Nov-05,Sales,440
5926526,10-Nov-05,Sales,420
5926500,10-Nov-05,Sales,420
5926484,10-Nov-05,Sales,440
5926470,10-Nov-05,Sales,0
5926430,10-Nov-05,Sales,0
5926410,10-Nov-05,Sales,0
5926404,10-Nov-05,Sales,420
5926396,10-Nov-05,Sales,0
5926384,10-Nov-05,Sales,525
5926368,10-Nov-05,Sales,0
5926286,10-Nov-05,Sales,0
5926264,10-Nov-05,TV Ad,0
5926256,10-Nov-05,Sales,0
5926132,10-Nov-05,Web,900
5926126,10-Nov-05,TV Ad,1255
5926092,10-Nov-05,TV Ad,0
5926018,10-Nov-05,Web,470
5926014,10-Nov-05,Web,595
5926010,10-Nov-05,Web,385
5926006,10-Nov-05,Web,0
5926002,10-Nov-05,Web,0
5925998,10-Nov-05,Web,0
5925986,9-Nov-05,Web,420
5925982,9-Nov-05,Web,420
5925978,9-Nov-05,Web,0
5925974,9-Nov-05,Web,385
5925970,9-Nov-05,Web,0
5925966,9-Nov-05,Web,420
5925944,9-Nov-05,TV Ad,560
5925868,9-Nov-05,Sales,0
5925862,9-Nov-05,TV Ad,2710
5925850,9-Nov-05,TV Ad,565
5925814,9-Nov-05,Web,420
5925804,9-Nov-05,Sales,0
5925738,9-Nov-05,Sales,435
5925714,9-Nov-05,Sales,0
5925680,9-Nov-05,Sales,720
5925656,9-Nov-05,Sales,420
5925650,9-Nov-05,Sales,1520
5925626,9-Nov-05,Sales,0
5925608,9-Nov-05,Sales,0
5925566,9-Nov-05,TV Ad,0
5925546,9-Nov-05,TV Ad,480
5925486,9-Nov-05,TV Ad,495
5925454,9-Nov-05,TV Ad,0
5925382,9-Nov-05,Sales,0
5925376,9-Nov-05,Sales,280
5925362,9-Nov-05,Sales,455
5925358,9-Nov-05,Web,420
5925350,9-Nov-05,Sales,175
5925340,9-Nov-05,TV Ad,445
5925332,9-Nov-05,Sales,420
5925326,9-Nov-05,Sales,0
5925320,9-Nov-05,Sales,0
5925316,9-Nov-05,Web,900
5925310,9-Nov-05,Sales,420
5925304,9-Nov-05,Sales,420
5925294,9-Nov-05,TV Ad,0
5925282,9-Nov-05,Sales,0
5925274,9-Nov-05,Sales,915
5925268,9-Nov-05,Sales,0
5925260,9-Nov-05,Sales,420
5925250,9-Nov-05,Sales,0
5925244,9-Nov-05,Sales,0
5925238,9-Nov-05,Web,420
5925184,9-Nov-05,TV Ad,0
5925178,9-Nov-05,TV Ad,480
5925124,9-Nov-05,Web,607
5925074,9-Nov-05,TV Ad,515
5924882,9-Nov-05,TV Ad,315
5924874,9-Nov-05,Web,0
5924870,9-Nov-05,Web,420
5924866,9-Nov-05,Web,0
5924822,8-Nov-05,TV Ad,420
5924790,8-Nov-05,Web,0
5924750,8-Nov-05,TV Ad,995
5924744,8-Nov-05,Sales,0
5924706,8-Nov-05,TV Ad,385
5924664,8-Nov-05,Sales,420
5924646,8-Nov-05,Web,2660
5924630,8-Nov-05,Sales,420
5924598,8-Nov-05,Sales,420
5924578,8-Nov-05,Sales,0
5924492,8-Nov-05,Sales,705
5924484,8-Nov-05,Sales,420
5924472,8-Nov-05,Sales,50
5924458,8-Nov-05,TV Ad,420
5924436,8-Nov-05,TV Ad,0
5924424,8-Nov-05,TV Ad,0
5924350,8-Nov-05,Sales,420
5924346,8-Nov-05,Sales,0
5924318,8-Nov-05,Sales,420
5924314,8-Nov-05,Sales,0
5924310,8-Nov-05,Sales,0
5924302,8-Nov-05,Sales,420
5924290,8-Nov-05,Sales,0
5924276,8-Nov-05,Sales,0
5924264,8-Nov-05,Sales,420
5924256,8-Nov-05,TV Ad,480
5924248,8-Nov-05,Sales,420
5924196,8-Nov-05,Web,0
5924144,8-Nov-05,Web,0
5924138,8-Nov-05,Web,420
5924124,8-Nov-05,Web,0
5924088,8-Nov-05,Web,840
5924062,8-Nov-05,Web,0
5924052,8-Nov-05,TV Ad,0
5924024,8-Nov-05,TV Ad,420
5923988,8-Nov-05,TV Ad,0
5923930,8-Nov-05,TV Ad,0
5923912,8-Nov-05,Web,900
5923890,8-Nov-05,Web,0
5923878,8-Nov-05,Web,0
5923874,8-Nov-05,Web,625
5923870,8-Nov-05,Web,0
5923866,8-Nov-05,Web,2550
5923858,8-Nov-05,Web,1100
5923854,8-Nov-05,Web,420
5923850,8-Nov-05,Web,420
5923846,8-Nov-05,Web,0
5923786,7-Nov-05,TV Ad,420
5923780,7-Nov-05,TV Ad,600
5923772,7-Nov-05,TV Ad,0
5923764,7-Nov-05,TV Ad,840
5923730,7-Nov-05,Web,420
5923726,7-Nov-05,Web,0
5923722,7-Nov-05,Web,420
5923718,7-Nov-05,Web,0
5923710,7-Nov-05,Web,0
5923704,7-Nov-05,Web,0
5923700,7-Nov-05,Web,670
5923696,7-Nov-05,Web,420
5923692,7-Nov-05,Web,0
5923688,7-Nov-05,Web,115
5923684,7-Nov-05,TV Ad,0
5923680,7-Nov-05,Web,385
5923676,7-Nov-05,Web,752
5923672,7-Nov-05,Web,0
5923666,7-Nov-05,TV Ad,0
5923656,7-Nov-05,TV Ad,0
5923648,7-Nov-05,TV Ad,0
5923644,7-Nov-05,TV Ad,420
5923618,7-Nov-05,TV Ad,420
5923610,7-Nov-05,Sales,0
5923602,7-Nov-05,TV Ad,0
5923584,7-Nov-05,TV Ad,0
5923572,7-Nov-05,TV Ad,0
5923568,7-Nov-05,TV Ad,420
5923558,7-Nov-05,Sales,35
5923508,7-Nov-05,TV Ad,0
5923500,7-Nov-05,Sales,530
5923440,7-Nov-05,TV Ad,0
5923360,7-Nov-05,TV Ad,0
5923348,7-Nov-05,TV Ad,0
5923340,7-Nov-05,TV Ad,420
5923310,7-Nov-05,TV Ad,0
5923306,7-Nov-05,TV Ad,0
5923298,7-Nov-05,Sales,0
5923286,7-Nov-05,TV Ad,520
5923274,7-Nov-05,TV Ad,420
5923218,7-Nov-05,TV Ad,0
5923202,7-Nov-05,Sales,420
5923154,7-Nov-05,Sales,420
5923146,7-Nov-05,Sales,1020
5923132,7-Nov-05,Sales,0
5923128,7-Nov-05,Sales,0
5923108,7-Nov-05,Sales,0
5923102,7-Nov-05,TV Ad,910
5923094,7-Nov-05,Sales,420
5923090,7-Nov-05,Sales,0
5923080,7-Nov-05,TV Ad,770
5923074,7-Nov-05,Sales,0
5923056,7-Nov-05,Sales,840
5923046,7-Nov-05,Web,420
5923040,7-Nov-05,Sales,420
5923028,7-Nov-05,Sales,0
5923022,7-Nov-05,Web,385
5923018,7-Nov-05,TV Ad,480
5923012,7-Nov-05,Sales,0
5923000,7-Nov-05,Web,840
5922996,7-Nov-05,Web,420
5922992,7-Nov-05,Sales,420
5922984,7-Nov-05,Sales,420
5922978,7-Nov-05,Sales,0
5922974,7-Nov-05,Sales,0
5922966,7-Nov-05,Sales,0
5922960,7-Nov-05,Sales,420
5922956,7-Nov-05,Sales,0
5922946,7-Nov-05,Sales,485
5922934,7-Nov-05,Sales,385
5922914,7-Nov-05,Web,520
5922902,7-Nov-05,Web,420
5922894,7-Nov-05,TV Ad,420
5922868,7-Nov-05,TV Ad,0
5922754,7-Nov-05,Web,80
5922736,7-Nov-05,Web,350
5922720,7-Nov-05,TV Ad,0
5922686,7-Nov-05,Web,605
5922604,7-Nov-05,TV Ad,0
5922598,7-Nov-05,TV Ad,0
5922524,7-Nov-05,Web,585
5922520,7-Nov-05,Web,420
5922516,7-Nov-05,Web,0
5922216,13-Nov-05,TV Ad,445
5922212,13-Nov-05,TV Ad,0
5922196,13-Nov-05,TV Ad,0
5922192,13-Nov-05,TV Ad,600
5922182,13-Nov-05,TV Ad,510
5922178,13-Nov-05,TV Ad,0
5922170,13-Nov-05,TV Ad,0
5922146,13-Nov-05,TV Ad,0
5922136,13-Nov-05,TV Ad,900
5922124,13-Nov-05,TV Ad,0
5922120,13-Nov-05,TV Ad,480
5922112,13-Nov-05,TV Ad,6445
5922092,13-Nov-05,TV Ad,1590
5922084,13-Nov-05,TV Ad,0
5922078,13-Nov-05,TV Ad,960
5922070,13-Nov-05,TV Ad,0
5922066,13-Nov-05,TV Ad,0
5922062,13-Nov-05,TV Ad,0
5922058,13-Nov-05,TV Ad,650
5922054,13-Nov-05,TV Ad,0
5922048,13-Nov-05,TV Ad,670
5922042,13-Nov-05,TV Ad,480
5922026,13-Nov-05,Web,0
5922022,13-Nov-05,Web,2240
5922014,13-Nov-05,Web,695
5921974,4-Nov-05,Web,420
5921922,5-Nov-05,TV Ad,0
5921908,5-Nov-05,TV Ad,0
5921892,5-Nov-05,TV Ad,480
5921886,5-Nov-05,TV Ad,0
5921882,5-Nov-05,TV Ad,440
5921874,5-Nov-05,TV Ad,245
5921864,5-Nov-05,TV Ad,440
5921858,5-Nov-05,TV Ad,50
5921850,5-Nov-05,TV Ad,480
5921838,5-Nov-05,TV Ad,740
5921834,5-Nov-05,TV Ad,420
5921828,5-Nov-05,TV Ad,0
5921824,5-Nov-05,TV Ad,200
5921820,5-Nov-05,TV Ad,420
5921816,5-Nov-05,TV Ad,0
5921808,5-Nov-05,Web,540
5921800,5-Nov-05,TV Ad,0
5921796,5-Nov-05,TV Ad,470
5921792,5-Nov-05,TV Ad,420
5921788,5-Nov-05,TV Ad,0
5921774,5-Nov-05,Web,315
5921754,5-Nov-05,TV Ad,630
5921746,5-Nov-05,TV Ad,420
5921732,5-Nov-05,TV Ad,0
5921728,5-Nov-05,Web,420
5921716,5-Nov-05,Web,0
5921712,5-Nov-05,Web,420
5921708,5-Nov-05,Web,0
5921698,5-Nov-05,TV Ad,0
5921690,5-Nov-05,Web,480
5921686,5-Nov-05,Web,200
5921678,5-Nov-05,Web,0
