product,division,product_category,customer,country,sales_Org,year/month,year,month,costs,discount,net_sales,revenue,sales_quantity
T-shirt,AS,ACC,Neckarrad,DE,Germany South,MAY 2009,2009,5,60.00,4.08,131.92,136.00,4 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,JUL 2009,2009,7,60.00,4.09,131.90,136.00,4 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,SEP 2009,2009,9,60.00,4.08,131.92,136.00,4 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,AUG 2010,2010,8,60.00,4.15,133.90,138.04,4 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,SEP 2010,2010,9,60.00,4.15,133.90,138.04,4 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,APR 2011,2011,4,60.00,4.20,135.89,140.09,4 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,SEP 2011,2011,9,60.00,4.20,135.89,140.09,4 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,APR 2007,2007,4,75.00,4.97,160.04,165.01,5 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,AUG 2008,2008,8,75.00,5.02,162.48,167.50,5 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,APR 2009,2009,4,75.00,5.12,164.88,170.00,5 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,MAY 2007,2007,5,90.00,5.95,192.06,198.02,6 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,JUN 2009,2009,6,90.00,6.13,197.87,203.99,6 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,JUL 2010,2010,7,90.00,6.21,200.86,207.06,6 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,APR 2010,2010,4,105.00,7.24,234.33,241.58,7 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,MAY 2008,2008,5,120.00,8.04,259.97,268.01,8 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,JUN 2008,2008,6,120.00,8.04,259.97,268.01,8 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,JUN 2007,2007,6,135.00,8.93,288.10,297.02,9 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,JUN 2010,2010,6,135.00,9.32,301.28,310.60,9 
T-shirt,AS,ACC,Neckarrad,DE,Germany South,MAY 2010,2010,5,150.00,10.35,334.75,345.11,10 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JAN 2007,2007,1,10.00,0.66,21.34,22.00,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JUL 2007,2007,7,10.00,0.66,21.34,22.00,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,NOV 2007,2007,11,10.00,0.66,21.34,22.00,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,DEC 2007,2007,12,10.00,0.66,21.34,22.00,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,SEP 2008,2008,9,10.00,0.67,21.65,22.32,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JAN 2009,2009,1,10.00,0.67,21.99,22.66,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAR 2009,2009,3,10.00,0.67,21.99,22.66,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,OCT 2009,2009,10,10.00,0.67,21.99,22.66,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,NOV 2009,2009,11,10.00,0.67,21.99,22.66,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,DEC 2009,2009,12,10.00,0.67,21.99,22.66,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,FEB 2010,2010,2,10.00,0.69,22.31,23.00,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,NOV 2010,2010,11,10.00,0.69,22.31,23.00,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAR 2011,2011,3,10.00,0.70,22.65,23.35,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,NOV 2011,2011,11,10.00,0.70,22.65,23.35,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,DEC 2011,2011,12,10.00,0.70,22.65,23.35,1 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAR 2007,2007,3,20.00,1.32,42.68,44.00,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,SEP 2007,2007,9,20.00,1.32,42.68,44.00,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,OCT 2007,2007,10,20.00,1.32,42.68,44.00,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAR 2008,2008,3,20.00,1.35,43.30,44.65,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,AUG 2009,2009,8,20.00,1.36,43.96,45.32,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAR 2010,2010,3,20.00,1.37,44.62,46.00,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,APR 2010,2010,4,20.00,1.37,44.62,46.00,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,AUG 2010,2010,8,20.00,1.37,44.62,46.00,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,OCT 2010,2010,10,20.00,1.37,44.62,46.00,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,OCT 2011,2011,10,20.00,1.40,45.30,46.70,2 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,AUG 2007,2007,8,30.00,1.98,64.03,66.01,3 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAY 2009,2009,5,30.00,2.03,65.95,67.98,3 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JUL 2010,2010,7,30.00,2.07,66.92,68.99,3 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,SEP 2010,2010,9,30.00,2.06,66.93,68.99,3 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,AUG 2011,2011,8,30.00,2.10,67.94,70.04,3 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,SEP 2011,2011,9,30.00,2.10,67.94,70.04,3 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,SEP 2009,2009,9,40.00,2.71,87.94,90.65,4 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAY 2010,2010,5,40.00,2.76,89.23,91.99,4 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JUL 2008,2008,7,50.00,3.35,108.27,111.62,5 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,AUG 2008,2008,8,50.00,3.35,108.27,111.62,5 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JUL 2009,2009,7,50.00,3.38,109.93,113.31,5 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,APR 2011,2011,4,50.00,3.50,113.24,116.74,5 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAY 2011,2011,5,50.00,3.50,113.24,116.74,5 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,APR 2007,2007,4,60.00,3.96,128.05,132.01,6 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAY 2007,2007,5,60.00,3.96,128.05,132.01,6 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,APR 2008,2008,4,60.00,4.01,129.94,133.95,6 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,APR 2009,2009,4,60.00,4.07,131.90,135.97,6 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JUN 2007,2007,6,90.00,5.94,192.08,198.02,9 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,MAY 2008,2008,5,90.00,6.03,194.89,200.92,9 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JUN 2010,2010,6,100.00,6.88,223.10,229.98,10 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JUN 2009,2009,6,110.00,7.47,241.80,249.28,11 
Water Bottle,AS,ACC,Neckarrad,DE,Germany South,JUN 2008,2008,6,120.00,8.04,259.86,267.90,12 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,NOV 2007,2007,11,9.00,0.59,19.20,19.79,1 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,DEC 2007,2007,12,9.00,0.59,19.20,19.79,1 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JAN 2011,2011,1,9.00,0.63,20.39,21.02,1 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JAN 2007,2007,1,18.00,1.18,38.40,39.59,2 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAR 2007,2007,3,18.00,1.18,38.40,39.59,2 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,OCT 2007,2007,10,18.00,1.18,38.40,39.59,2 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,NOV 2008,2008,11,18.00,1.21,38.99,40.21,2 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,DEC 2008,2008,12,18.00,1.21,38.99,40.21,2 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,DEC 2009,2009,12,18.00,1.23,39.57,40.80,2 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JAN 2010,2010,1,18.00,1.24,40.18,41.42,2 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAR 2010,2010,3,18.00,1.24,40.18,41.42,2 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,NOV 2010,2010,11,18.00,1.24,40.18,41.42,2 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,FEB 2007,2007,2,27.00,1.78,57.60,59.38,3 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JAN 2008,2008,1,27.00,1.82,58.49,60.31,3 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JAN 2009,2009,1,27.00,1.83,59.37,61.20,3 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,NOV 2009,2009,11,27.00,1.83,59.37,61.20,3 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,SEP 2010,2010,9,27.00,1.86,60.27,62.13,3 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,DEC 2010,2010,12,27.00,1.86,60.27,62.13,3 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,NOV 2011,2011,11,27.00,1.90,61.16,63.06,3 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,DEC 2011,2011,12,27.00,1.90,61.16,63.06,3 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,AUG 2007,2007,8,36.00,2.37,76.80,79.17,4 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,FEB 2010,2010,2,36.00,2.48,80.36,82.84,4 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,APR 2011,2011,4,36.00,2.52,81.56,84.08,4 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAR 2008,2008,3,45.00,3.02,97.50,100.52,5 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,OCT 2009,2009,10,45.00,3.06,98.94,102.00,5 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,FEB 2011,2011,2,45.00,3.15,101.94,105.09,5 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAR 2009,2009,3,54.00,3.66,118.73,122.40,6 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAY 2011,2011,5,54.00,3.78,122.33,126.11,6 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,OCT 2011,2011,10,54.00,3.78,122.33,126.11,6 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,FEB 2008,2008,2,63.00,4.23,136.49,140.72,7 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,APR 2009,2009,4,63.00,4.28,138.51,142.80,7 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAY 2009,2009,5,63.00,4.28,138.51,142.80,7 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,SEP 2009,2009,9,63.00,4.27,138.53,142.80,7 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,SEP 2007,2007,9,72.00,4.75,153.60,158.35,8 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,OCT 2008,2008,10,72.00,4.82,156.01,160.83,8 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAY 2010,2010,5,72.00,4.97,160.70,165.67,8 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,AUG 2008,2008,8,81.00,5.43,175.50,180.93,9 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,SEP 2008,2008,9,81.00,5.43,175.50,180.93,9 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,OCT 2010,2010,10,81.00,5.59,180.79,186.38,9 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAR 2011,2011,3,81.00,5.68,183.49,189.17,9 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JUL 2007,2007,7,90.00,5.92,192.01,197.94,10 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JUL 2010,2010,7,90.00,6.21,200.88,207.09,10 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,SEP 2011,2011,9,90.00,6.30,203.89,210.19,10 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JUL 2009,2009,7,99.00,6.72,217.68,224.39,11 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,AUG 2009,2009,8,99.00,6.73,217.66,224.39,11 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAY 2007,2007,5,108.00,7.12,230.40,237.52,12 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,AUG 2010,2010,8,117.00,8.07,261.15,269.22,13 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JUL 2011,2011,7,126.00,8.82,285.44,294.26,14 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,AUG 2011,2011,8,126.00,8.83,285.43,294.26,14 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JUN 2008,2008,6,144.00,9.65,312.00,321.65,16 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,APR 2010,2010,4,144.00,9.94,321.41,331.35,16 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,APR 2008,2008,4,153.00,10.25,331.51,341.76,17 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JUL 2008,2008,7,153.00,10.26,331.49,341.76,17 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,APR 2007,2007,4,198.00,13.06,422.40,435.46,22 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JUN 2009,2009,6,234.00,15.92,514.47,530.39,26 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,MAY 2008,2008,5,252.00,16.89,546.01,562.89,28 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JUN 2007,2007,6,297.00,19.61,633.58,653.19,33 
Water Bottle Cage,AS,ACC,Neckarrad,DE,Germany South,JUN 2010,2010,6,306.00,21.13,682.99,704.11,34 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JAN 2007,2007,1,1250.00,82.50,2667.50,2750.00,1 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,NOV 2008,2008,11,1250.00,83.74,2707.52,2791.25,1 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,DEC 2009,2009,12,1250.00,84.99,2748.13,2833.12,1 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,OCT 2010,2010,10,1250.00,86.27,2789.34,2875.61,1 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,SEP 2007,2007,9,2500.00,165.00,5334.99,5499.99,2 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,NOV 2007,2007,11,2500.00,165.00,5334.99,5499.99,2 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,MAR 2008,2008,3,2500.00,167.48,5415.03,5582.51,2 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,DEC 2008,2008,12,2500.00,167.48,5415.03,5582.51,2 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JAN 2009,2009,1,2500.00,169.98,5496.25,5666.23,2 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,NOV 2009,2009,11,2500.00,169.98,5496.25,5666.23,2 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,DEC 2010,2010,12,2500.00,172.54,5578.68,5751.22,2 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,NOV 2011,2011,11,2500.00,175.13,5662.38,5837.51,2 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,DEC 2011,2011,12,2500.00,175.13,5662.38,5837.51,2 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,AUG 2007,2007,8,3750.00,247.50,8002.49,8249.99,3 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,DEC 2007,2007,12,3750.00,247.50,8002.49,8249.99,3 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JAN 2008,2008,1,3750.00,251.22,8122.55,8373.76,3 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,FEB 2008,2008,2,3750.00,251.22,8122.55,8373.76,3 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,MAR 2009,2009,3,3750.00,254.97,8244.38,8499.35,3 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,SEP 2009,2009,9,3750.00,254.99,8244.36,8499.35,3 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,MAR 2010,2010,3,3750.00,258.81,8368.03,8626.84,3 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JAN 2011,2011,1,3750.00,262.69,8493.57,8756.26,3 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,FEB 2011,2011,2,3750.00,262.69,8493.57,8756.26,3 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,FEB 2007,2007,2,5000.00,330.00,10669.99,10999.99,4 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,MAY 2009,2009,5,5000.00,339.98,10992.49,11332.47,4 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,FEB 2010,2010,2,5000.00,345.08,11157.37,11502.45,4 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,MAR 2011,2011,3,5000.00,350.25,11324.77,11675.02,4 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,OCT 2011,2011,10,5000.00,350.25,11324.77,11675.02,4 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,SEP 2008,2008,9,6250.00,418.69,13537.58,13956.27,5 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,OCT 2007,2007,10,7500.00,495.00,16004.98,16499.98,6 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,OCT 2008,2008,10,7500.00,502.42,16245.11,16747.52,6 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,OCT 2009,2009,10,7500.00,509.96,16488.74,16998.70,6 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,SEP 2010,2010,9,7500.00,517.62,16736.05,17253.67,6 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,SEP 2011,2011,9,7500.00,525.38,16987.15,17512.53,6 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,MAY 2007,2007,5,8750.00,577.50,18672.48,19249.98,7 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,MAY 2010,2010,5,8750.00,603.88,19525.41,20129.29,7 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,APR 2011,2011,4,8750.00,612.94,19818.34,20431.28,7 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,AUG 2009,2009,8,10000.00,679.94,21984.99,22664.93,8 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,AUG 2010,2010,8,10000.00,690.15,22314.75,23004.90,8 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,APR 2007,2007,4,12500.00,825.00,26674.97,27499.97,10 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JUL 2007,2007,7,12500.00,825.00,26674.97,27499.97,10 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,APR 2008,2008,4,12500.00,837.37,27075.17,27912.54,10 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,AUG 2008,2008,8,12500.00,837.37,27075.17,27912.54,10 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JUN 2011,2011,6,12500.00,875.63,28311.91,29187.54,10 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,AUG 2011,2011,8,12500.00,875.63,28311.91,29187.54,10 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,MAY 2008,2008,5,13750.00,921.13,29782.67,30703.80,11 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JUL 2008,2008,7,13750.00,921.11,29782.68,30703.80,11 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JUN 2007,2007,6,15000.00,990.00,32009.97,32999.97,12 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,APR 2009,2009,4,15000.00,1019.92,32977.48,33997.40,12 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JUL 2009,2009,7,15000.00,1019.92,32977.48,33997.40,12 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JUN 2010,2010,6,16250.00,1121.49,36261.47,37382.96,13 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JUL 2010,2010,7,16250.00,1121.49,36261.47,37382.96,13 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,APR 2010,2010,4,18750.00,1294.03,41840.16,43134.18,15 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JUN 2009,2009,6,21250.00,1444.89,46718.10,48162.99,17 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,MAY 2011,2011,5,26250.00,1838.82,59455.02,61293.84,21 
Women's Off Road Bike Fully,BI,ORB,Neckarrad,DE,Germany South,JUN 2008,2008,6,31250.00,2093.44,67687.91,69781.35,25 
Air Pump,AS,ACC,Northwest Bikes,US,US West,DEC 2007,2007,12,14.00,0.84,27.16,28.00,1 
Air Pump,AS,ACC,Northwest Bikes,US,US West,JAN 2008,2008,1,14.00,0.85,27.57,28.42,1 
Air Pump,AS,ACC,Northwest Bikes,US,US West,NOV 2010,2010,11,14.00,0.88,28.40,29.28,1 
Air Pump,AS,ACC,Northwest Bikes,US,US West,DEC 2010,2010,12,14.00,0.88,28.40,29.28,1 
Air Pump,AS,ACC,Northwest Bikes,US,US West,JAN 2011,2011,1,14.00,0.89,28.83,29.72,1 
Air Pump,AS,ACC,Northwest Bikes,US,US West,FEB 2011,2011,2,14.00,0.89,28.83,29.72,1 
Air Pump,AS,ACC,Northwest Bikes,US,US West,JAN 2009,2009,1,28.00,1.73,55.97,57.70,2 
Air Pump,AS,ACC,Northwest Bikes,US,US West,DEC 2009,2009,12,28.00,1.73,55.97,57.70,2 
Air Pump,AS,ACC,Northwest Bikes,US,US West,JAN 2010,2010,1,28.00,1.76,56.80,58.56,2 
Air Pump,AS,ACC,Northwest Bikes,US,US West,MAR 2010,2010,3,28.00,1.76,56.80,58.56,2 
Air Pump,AS,ACC,Northwest Bikes,US,US West,FEB 2010,2010,2,42.00,2.64,85.20,87.84,3 
Air Pump,AS,ACC,Northwest Bikes,US,US West,FEB 2007,2007,2,56.00,3.36,108.64,112.00,4 
Air Pump,AS,ACC,Northwest Bikes,US,US West,OCT 2008,2008,10,56.00,3.41,110.27,113.68,4 
Air Pump,AS,ACC,Northwest Bikes,US,US West,NOV 2008,2008,11,56.00,3.41,110.27,113.68,4 
Air Pump,AS,ACC,Northwest Bikes,US,US West,MAR 2009,2009,3,56.00,3.46,111.94,115.40,4 
Air Pump,AS,ACC,Northwest Bikes,US,US West,OCT 2010,2010,10,56.00,3.51,113.61,117.12,4 
Air Pump,AS,ACC,Northwest Bikes,US,US West,DEC 2011,2011,12,56.00,3.56,115.32,118.88,4 
Air Pump,AS,ACC,Northwest Bikes,US,US West,JAN 2007,2007,1,70.00,4.20,135.80,140.00,5 
Air Pump,AS,ACC,Northwest Bikes,US,US West,FEB 2009,2009,2,70.00,4.33,139.92,144.25,5 
Air Pump,AS,ACC,Northwest Bikes,US,US West,OCT 2009,2009,10,70.00,4.33,139.92,144.25,5 
Air Pump,AS,ACC,Northwest Bikes,US,US West,NOV 2011,2011,11,70.00,4.45,144.15,148.60,5 
Air Pump,AS,ACC,Northwest Bikes,US,US West,NOV 2007,2007,11,84.00,5.04,162.96,168.00,6 
Air Pump,AS,ACC,Northwest Bikes,US,US West,SEP 2011,2011,9,84.00,5.35,172.97,178.32,6 
Air Pump,AS,ACC,Northwest Bikes,US,US West,OCT 2007,2007,10,112.00,6.72,217.28,224.00,8 
Air Pump,AS,ACC,Northwest Bikes,US,US West,JUL 2011,2011,7,112.00,7.13,230.63,237.76,8 
Air Pump,AS,ACC,Northwest Bikes,US,US West,AUG 2011,2011,8,112.00,7.13,230.63,237.76,8 
Air Pump,AS,ACC,Northwest Bikes,US,US West,OCT 2011,2011,10,112.00,7.12,230.64,237.76,8 
Air Pump,AS,ACC,Northwest Bikes,US,US West,MAR 2011,2011,3,126.00,8.02,259.46,267.48,9 
Air Pump,AS,ACC,Northwest Bikes,US,US West,APR 2011,2011,4,126.00,8.02,259.46,267.48,9 
Air Pump,AS,ACC,Northwest Bikes,US,US West,SEP 2008,2008,9,140.00,8.53,275.67,284.20,10 
Air Pump,AS,ACC,Northwest Bikes,US,US West,AUG 2009,2009,8,140.00,8.65,279.85,288.50,10 
Air Pump,AS,ACC,Northwest Bikes,US,US West,FEB 2008,2008,2,154.00,9.38,303.24,312.62,11 
Air Pump,AS,ACC,Northwest Bikes,US,US West,APR 2009,2009,4,154.00,9.52,307.83,317.35,11 
Air Pump,AS,ACC,Northwest Bikes,US,US West,JUN 2010,2010,6,154.00,9.66,312.42,322.08,11 
Air Pump,AS,ACC,Northwest Bikes,US,US West,MAR 2007,2007,3,168.00,10.08,325.92,336.00,12 
Air Pump,AS,ACC,Northwest Bikes,US,US West,MAR 2008,2008,3,168.00,10.24,330.80,341.04,12 
Air Pump,AS,ACC,Northwest Bikes,US,US West,APR 2007,2007,4,238.00,14.28,461.72,476.00,17 
Air Pump,AS,ACC,Northwest Bikes,US,US West,MAY 2007,2007,5,238.00,14.28,461.72,476.00,17 
Air Pump,AS,ACC,Northwest Bikes,US,US West,SEP 2009,2009,9,238.00,14.71,475.74,490.45,17 
Air Pump,AS,ACC,Northwest Bikes,US,US West,AUG 2010,2010,8,252.00,15.81,511.23,527.04,18 
Air Pump,AS,ACC,Northwest Bikes,US,US West,AUG 2008,2008,8,266.00,16.21,523.77,539.98,19 
Air Pump,AS,ACC,Northwest Bikes,US,US West,SEP 2010,2010,9,266.00,16.69,539.63,556.32,19 
Air Pump,AS,ACC,Northwest Bikes,US,US West,JUN 2009,2009,6,280.00,17.31,559.69,577.00,20 
