ID,age,income,education,gender,married,children,date_min,date_max,amount,frequency
734,44,75+,Post-graduate,Female,Yes,0,5/26/2004,8/11/2006,536,7
735,38,25-49,Some high school or less,Male,No,1,7/20/2004,7/5/2006,819,6
736,48,<25,Some college,Female,No,0,7/1/2004,5/3/2006,736,7
737,51,75+,College,Male,Yes,0,5/28/2004,4/27/2005,267,2
738,44,<25,High school,Female,No,0,2/28/2004,12/19/2006,892,8
739,38,<25,College,Male,No,0,1/6/2004,1/6/2005,388,4
740,40,25-49,College,Male,No,1,1/6/2005,6/22/2005,211,3
741,30,<25,Some high school or less,Male,No,0,12/2/2004,8/22/2005,515,6
742,36,25-49,College,Male,No,0,9/29/2004,7/19/2005,253,4
743,32,50-74,High school,Female,Yes,0,3/26/2005,9/17/2006,415,5
744,46,25-49,Some college,Female,Yes,0,5/24/2004,5/22/2005,241,2
745,33,50-74,Some college,Male,Yes,1,5/19/2004,9/24/2005,390,5
746,49,25-49,Some college,Male,Yes,2,5/13/2005,5/13/2005,55,1
747,34,75+,High school,Female,Yes,1,5/20/2004,8/18/2006,360,4
748,36,<25,Some college,Female,No,0,5/18/2004,8/24/2006,744,8
749,33,75+,Some college,Male,No,0,8/12/2005,11/2/2006,456,3
750,38,25-49,Some high school or less,Female,No,1,5/8/2004,11/10/2005,574,6
751,30,<25,High school,Male,No,0,6/11/2004,7/1/2006,1018,8
752,41,50-74,Some college,Male,Yes,3,1/11/2004,1/25/2006,829,8
753,63,75+,Some high school or less,Female,Yes,2,1/2/2004,3/25/2006,699,8
754,28,75+,Post-graduate,Female,Yes,1,7/16/2005,10/29/2006,579,5
755,45,25-49,College,Male,No,1,5/16/2005,10/8/2005,353,3
756,32,<25,College,Male,No,0,4/18/2004,10/27/2005,740,8
757,27,<25,Post-graduate,Male,No,0,8/14/2004,9/3/2006,292,4
758,43,50-74,College,Male,No,2, , , , 
759,36,<25,Post-graduate,Male,No,0,4/4/2004,7/31/2006,955,9
760,48,75+,Some high school or less,Female,No,3,6/5/2004,6/5/2006,387,5
761,40,<25,Post-graduate,Female,No,0,9/12/2004,8/13/2006,565,5
762,47,50-74,College,Male,Yes,2,2/26/2004,7/4/2006,427,4
763,41,75+,Some high school or less,Male,No,0,7/1/2004,11/21/2005,597,6
764,17,<25,College,Male,No,0,4/6/2004,6/6/2005,208,3
765,47,50-74,Some high school or less,Female,Yes,2,3/29/2004,6/5/2005,425,4
766,31,<25,Some college,Female,No,0,8/9/2004,11/17/2005,258,3
767,38,50-74,College,Female,No,3,7/14/2004,7/8/2006,588,6
768,50,75+,Post-graduate,Female,Yes,0,6/26/2004,9/3/2005,702,5
769,33,75+,Some high school or less,Male,No,0,11/14/2006,11/14/2006,155,1
770,49,50-74,Post-graduate,Male,Yes,2,10/12/2004,10/2/2006,580,6
771,24,<25,Some college,Male,No,0,3/3/2004,8/5/2006,1011,9
772,53,50-74,College,Male,No,3,6/4/2004,7/8/2006,766,6
773,52,75+,High school,Male,Yes,2,7/22/2004,4/14/2006,643,6
774,45,75+,High school,Male,Yes,2,7/10/2004,11/4/2006,878,9
775,41,25-49,Some high school or less,Male,Yes,2,4/25/2004,10/30/2005,773,9
776,48,50-74,Some high school or less,Male,Yes,2,5/29/2005,5/25/2006,345,3
777,60,50-74,College,Male,Yes,3,4/6/2004,6/15/2006,291,4
778,27,25-49,Post-graduate,Male,No,0, , , , 
779,39,<25,Post-graduate,Female,No,0,10/1/2005,11/27/2005,655,4
780,47,25-49,High school,Female,Yes,2,3/7/2004,8/14/2005,556,4
781,29,<25,Post-graduate,Female,No,0,11/6/2004,8/7/2006,434,4
782,25,25-49,Some high school or less,Female,Yes,0,9/2/2004,12/27/2004,72,3
783,38,<25,Some college,Female,No,0,9/30/2005,1/6/2006,231,2
784,40,25-49,Some college,Male,No,0,7/15/2004,8/7/2006,601,4
785,23,<25,College,Female,No,0,2/27/2004,8/7/2006,359,3
786,31,<25,Some college,Male,No,0,7/20/2005,11/27/2006,248,3
787,49,75+,Some college,Female,No,0,7/8/2004,9/15/2006,195,2
788,16,<25,Post-graduate,Male,No,0,2/2/2004,11/11/2006,488,8
789,26,50-74,High school,Female,No,1,7/19/2004,3/7/2006,716,7
790,46,50-74,College,Female,No,2,5/20/2004,2/25/2006,289,4
791,42,75+,Some high school or less,Female,Yes,3,6/17/2004,6/8/2006,1184,10
792,55,75+,College,Male,Yes,2,2/27/2004,11/16/2006,782,9
793,39,75+,Some college,Male,No,0,4/5/2004,8/28/2005,420,6
794,54,75+,Post-graduate,Female,No,1,5/6/2004,11/9/2006,569,4
795,39,50-74,Post-graduate,Male,Yes,1,7/1/2004,4/24/2006,486,5
796,35,75+,Post-graduate,Female,Yes,1,5/22/2004,5/25/2005,510,6
797,46,75+,Some high school or less,Female,No,1,8/29/2005,9/9/2005,260,2
798,51,50-74,College,Male,Yes,2,1/25/2004,12/11/2006,460,5
799,47,50-74,Post-graduate,Female,No,1,4/16/2004,11/16/2005,840,9
800,55,75+,Some high school or less,Male,Yes,3,4/1/2004,8/3/2006,260,5
801,42,25-49,High school,Female,No,1,5/22/2004,8/6/2005,403,5
802,32,25-49,High school,Male,Yes,1,7/4/2004,3/8/2006,353,3
803,60,75+,Some college,Male,Yes,3,5/4/2004,7/14/2006,435,5
804,64,50-74,High school,Female,Yes,2,10/10/2004,8/7/2005,416,4
805,17,75+,High school,Female,No,0,9/9/2004,11/21/2005,442,4
806,42,50-74,Some college,Male,Yes,3,5/30/2004,10/20/2006,875,8
807,52,75+,Some high school or less,Female,Yes,2,5/27/2004,6/1/2005,316,3
808,48,25-49,Some high school or less,Male,Yes,2,5/15/2004,11/4/2006,532,8
809,36,50-74,College,Female,No,0,4/18/2004,4/26/2006,542,6
810,20,<25,High school,Male,No,0,5/8/2004,3/30/2006,453,8
811,43,75+,Some college,Female,No,3,4/7/2005,6/28/2006,1004,7
812,40,<25,College,Male,Yes,2,6/27/2004,8/26/2006,619,6
813,57,25-49,College,Female,No,1,4/30/2004,11/20/2006,465,6
814,34,50-74,College,Male,No,0,6/19/2004,9/9/2006,764,7
815,58,50-74,High school,Female,Yes,2,6/18/2004,3/2/2006,371,4
816,25,<25,Post-graduate,Female,No,0,8/13/2005,11/13/2006,473,3
817,30,25-49,High school,Female,No,0,4/14/2004,6/19/2006,724,8
818,64,75+,College,Male,Yes,3,3/2/2004,8/28/2005,203,4
819,17,50-74,Some college,Male,No,0,7/15/2004,9/21/2006,456,5
820,65,50-74,Some high school or less,Female,Yes,3,4/18/2004,10/26/2005,621,6
821,47,75+,College,Female,Yes,0,3/15/2004,10/24/2006,639,5
822,58,75+,Some college,Male,Yes,2,5/26/2004,10/4/2005,935,9
823,53,75+,Some college,Female,Yes,0,5/19/2004,7/11/2006,282,4
824,32,25-49,College,Male,No,1,5/17/2004,10/11/2005,536,5
825,53,50-74,Some high school or less,Female,Yes,3,5/18/2004,6/21/2005,284,5
826,53,25-49,High school,Female,Yes,2,6/29/2004,7/15/2006,1027,10
827,48,50-74,Some high school or less,Male,Yes,3,4/14/2004,8/31/2006,777,7
828,36,25-49,High school,Female,No,1,3/30/2004,12/9/2005,406,6
829,51,75+,Post-graduate,Female,Yes,2,10/4/2005,10/25/2005,230,2
830,37,<25,High school,Male,Yes,1,5/13/2005,7/2/2006,365,6
831,51,25-49,High school,Male,Yes,2,12/24/2004,7/6/2006,778,7
832,38,<25,Post-graduate,Male,No,0,7/3/2005,9/2/2005,187,2
833,34,25-49,Post-graduate,Male,Yes,1,4/27/2004,4/8/2006,548,5
834,49,75+,Some high school or less,Male,Yes,2,9/9/2005,10/30/2006,226,3
835,34,<25,Some college,Female,No,0,8/9/2004,9/25/2005,612,6
836,25,<25,Post-graduate,Male,No,0,5/16/2004,6/28/2006,575,4
837,48,75+,High school,Female,Yes,3,9/13/2004,9/7/2005,301,4
838,43,75+,College,Male,Yes,2,10/23/2005,7/13/2006,236,2
839,44,25-49,Some high school or less,Female,No,0,3/15/2004,9/16/2006,584,6
840,33,25-49,Some college,Male,Yes,1,7/12/2004,3/22/2006,370,4
841,57,50-74,College,Female,Yes,0,5/21/2004,8/3/2005,355,3
842,46,<25,College,Female,No,0,2/10/2004,5/21/2005,366,3
843,52,75+,College,Female,No,3,2/7/2004,6/24/2006,558,6
844,15,50-74,College,Male,No,0,8/21/2004,6/7/2006,1196,9
845,42,<25,High school,Male,No,0,10/21/2004,9/8/2005,82,2
846,37,50-74,Post-graduate,Female,Yes,0,7/6/2004,3/17/2006,489,4
847,58,50-74,High school,Female,No,2,4/7/2004,10/3/2006,161,4
848,44,25-49,Some high school or less,Female,Yes,2,4/21/2004,3/25/2006,653,7
849,20,<25,Some high school or less,Female,No,0,10/7/2004,6/7/2006,449,4
850,38,<25,High school,Male,No,0,6/14/2005,6/11/2006,442,3
851,60,25-49,College,Female,No,0,8/7/2004,9/6/2006,1007,9
852,53,75+,Some high school or less,Female,Yes,2,8/26/2006,8/26/2006,52,1
853,31,50-74,College,Male,No,0,5/8/2004,7/12/2005,331,3
854,48,75+,Post-graduate,Male,Yes,0,8/15/2004,9/16/2004,244,2
855,21,<25,High school,Male,No,0,7/7/2004,11/18/2006,1233,12
856,44,50-74,Some high school or less,Female,No,2,7/13/2004,10/17/2006,438,5
857,20,25-49,Some high school or less,Female,No,0,7/8/2004,9/30/2005,977,9
858,50,75+,Some college,Male,Yes,0,5/1/2004,4/25/2006,362,6
859,32,50-74,College,Male,No,1,7/22/2005,10/8/2006,237,2
860,36,<25,Post-graduate,Female,No,0,12/29/2004,8/30/2006,862,10
861,39,<25,Some college,Male,No,0,2/17/2004,11/20/2006,1062,10
862,49,75+,College,Female,Yes,2,7/16/2005,6/9/2006,472,6
863,33,<25,High school,Female,No,0, , , , 
864,16,<25,College,Female,No,0,6/7/2004,12/4/2006,186,2
865,31,<25,College,Female,No,0,2/17/2004,7/31/2006,406,5
866,49,50-74,Some college,Male,No,1,10/31/2004,1/11/2006,347,5
867,41,50-74,Some college,Female,No,1,3/12/2004,6/5/2006,433,6
868,31,75+,Post-graduate,Male,No,0,1/29/2005,12/24/2005,513,3
869,63,75+,High school,Female,No,1,5/7/2005,3/19/2006,275,4
870,48,50-74,Some high school or less,Female,Yes,2,3/24/2004,4/4/2005,343,3
871,25,75+,Some college,Male,No,0,2/14/2004,11/8/2006,1090,9
872,40,<25,High school,Female,No,0,3/1/2004,11/13/2006,494,6
873,29,<25,College,Male,No,0,3/6/2004,10/14/2005,495,5
874,53,50-74,Post-graduate,Female,No,3,3/11/2004,2/22/2006,730,5
875,45,75+,Some high school or less,Male,Yes,2,9/18/2004,2/13/2005,172,2
876,47,25-49,College,Male,No,1,8/24/2004,11/30/2006,806,8
877,31,50-74,Post-graduate,Female,Yes,1,9/8/2004,10/27/2005,826,7
878,46,75+,Post-graduate,Female,No,3,6/12/2006,6/12/2006,37,1
879,39,<25,College,Female,Yes,1,4/3/2005,7/16/2005,184,2
880,30,<25,Some high school or less,Female,Yes,0,6/9/2004,5/5/2006,636,7
881,37,<25,Post-graduate,Male,No,0,10/31/2004,7/12/2006,230,5
882,50,50-74,Some high school or less,Male,Yes,3,8/17/2004,9/21/2006,492,4
883,27,25-49,High school,Male,No,0,5/10/2004,9/24/2006,620,6
884,59,75+,Some high school or less,Female,Yes,0,5/10/2004,3/19/2005,489,4
885,24,<25,Some high school or less,Male,No,0,2/26/2004,4/24/2005,569,8
886,56,50-74,Post-graduate,Male,No,0,9/12/2004,7/30/2005,220,4
887,70,25-49,Some high school or less,Male,Yes,0,3/15/2004,11/18/2006,615,7
888,39,75+,Some high school or less,Male,No,0,3/20/2004,6/24/2006,347,3
889,37,25-49,Post-graduate,Male,No,0,9/6/2004,10/15/2005,687,6
890,35,75+,College,Male,No,0,7/14/2004,5/19/2005,384,3
891,53,25-49,College,Female,Yes,2,3/23/2004,6/28/2006,319,4
892,38,75+,Post-graduate,Female,Yes,0,2/1/2004,9/24/2005,922,9
893,33,25-49,High school,Male,No,0,11/19/2004,8/14/2006,447,5
894,37,50-74,Some college,Female,No,2,3/14/2004,5/20/2006,662,6
895,25,<25,Some college,Female,No,0,8/23/2004,1/2/2006,336,3
896,72,75+,Some college,Male,Yes,3,6/8/2004,7/10/2006,335,4
897,51,50-74,High school,Female,Yes,2,1/31/2004,7/24/2005,728,6
898,36,50-74,Post-graduate,Male,Yes,2,4/26/2004,7/24/2006,880,9
899,32,<25,Post-graduate,Female,No,0,6/15/2005,7/24/2006,316,4
900,49,75+,Some high school or less,Male,No,0,5/12/2004,7/3/2006,552,5
901,37,25-49,Post-graduate,Male,Yes,1,2/4/2004,10/11/2005,306,4
902,51,75+,College,Male,Yes,3,3/21/2005,12/6/2005,317,3
903,46,75+,College,Male,No,0,3/20/2005,6/21/2005,81,2
904,48,25-49,Some high school or less,Male,Yes,0,7/28/2005,8/18/2006,317,4
905,22,<25,College,Male,No,0,7/21/2004,5/21/2005,244,2
906,43,50-74,Some college,Female,No,1,5/9/2004,6/23/2006,642,6
907,58,25-49,High school,Male,Yes,0,7/26/2005,11/16/2005,218,2
908,32,25-49,Some high school or less,Female,Yes,2,3/9/2004,8/24/2006,751,7
909,39,<25,Some college,Female,No,0,12/1/2004,12/1/2004,23,1
910,110,75+,Some high school or less,Male,Yes,3,7/27/2004,8/13/2006,462,4
911,35,25-49,High school,Female,Yes,2,3/17/2004,1/13/2006,196,3
912,38,<25,Some high school or less,Male,Yes,1,9/23/2004,9/19/2006,651,7
913,54,75+,College,Female,No,2,9/26/2005,7/10/2006,268,3
914,59,50-74,College,Male,Yes,2,2/29/2004,5/13/2006,405,5
915,62,50-74,High school,Male,Yes,2,5/27/2005,9/28/2006,411,4
916,45,<25,High school,Female,No,0,5/19/2004,7/3/2006,574,4
917,44,75+,Post-graduate,Male,Yes,2,5/22/2005,4/7/2006,312,3
918,39,75+,High school,Male,No,0,5/26/2004,6/4/2005,872,8
919,56,25-49,Post-graduate,Male,Yes,2,1/20/2005,11/19/2005,566,6
920,46,75+,Some high school or less,Female,Yes,0,8/5/2004,7/11/2005,311,3
921,58,75+,High school,Female,Yes,3,5/20/2004,10/14/2005,694,5
922,45,75+,College,Male,Yes,0,5/6/2004,10/19/2006,673,6
923,39,25-49,Post-graduate,Female,Yes,2,2/15/2004,5/24/2005,641,5
924,52,<25,College,Male,No,0,6/1/2005,8/23/2006,529,6
925,45,75+,Post-graduate,Male,No,0,3/2/2004,7/6/2006,233,2
926,35,50-74,Some high school or less,Male,No,3,4/4/2005,8/7/2006,436,4
927,58,50-74,Some high school or less,Male,Yes,2,4/3/2006,5/21/2006,375,4
928,41,75+,Post-graduate,Female,Yes,0,3/29/2004,4/30/2006,703,7
929,43,75+,High school,Female,Yes,2,6/7/2004,7/17/2006,775,6
930,53,25-49,High school,Male,Yes,2,4/29/2005,9/21/2006,188,3
931,34,<25,Some high school or less,Male,No,0,7/16/2004,12/1/2005,277,5
932,42,75+,High school,Male,Yes,2,1/15/2004,9/29/2005,589,4
933,53,50-74,Post-graduate,Female,Yes,2,11/29/2004,6/24/2006,314,4
934,63,25-49,College,Female,Yes,0,5/31/2004,8/20/2006,708,5
935,59,25-49,Post-graduate,Male,Yes,3,7/15/2004,5/20/2006,532,5
936,59,75+,Some college,Female,No,1,5/11/2004,10/8/2005,603,7
937,34,50-74,College,Male,No,0,1/30/2004,11/24/2006,417,5
938,58,75+,Some college,Male,Yes,0,5/4/2004,7/10/2005,492,5
939,58,25-49,Some college,Female,Yes,2,9/8/2004,2/24/2006,599,5
940,50,50-74,College,Female,No,2,5/8/2004,8/2/2005,394,3
941,120,<25,High school,Male,No,0,6/6/2004,12/3/2006,363,5
942,55,75+,Post-graduate,Male,Yes,2,7/19/2005,5/17/2006,228,5
943,29,<25,Post-graduate,Male,No,0,5/30/2004,2/18/2005,358,3
944,19,25-49,High school,Female,No,0,7/10/2004,9/14/2006,723,8
945,47,25-49,College,Male,No,1,10/29/2004,5/9/2005,346,3
946,58,50-74,High school,Female,No,1,7/14/2004,7/16/2005,292,3
947,50,50-74,Some high school or less,Female,No,2,2/2/2004,4/12/2006,534,5
948,51,75+,Some high school or less,Female,Yes,0,8/26/2004,8/15/2006,500,5
949,35,<25,Some high school or less,Female,Yes,0,5/29/2004,5/27/2006,753,9
950,57,50-74,College,Male,Yes,2,5/25/2004,10/29/2006,775,8
951,46,75+,College,Female,No,1,8/14/2006,8/14/2006,82,1
952,59,75+,Post-graduate,Male,Yes,0,11/26/2004,12/22/2005,520,4
953,43,25-49,Some high school or less,Female,No,0,7/3/2004,11/10/2006,573,6
954,51,75+,College,Female,Yes,0,12/27/2004,3/24/2006,398,3
955,24,<25,Some high school or less,Female,No,0,4/22/2004,7/16/2006,448,6
956,54,50-74,Post-graduate,Male,Yes,2,5/30/2004,8/18/2005,237,3
957,54,50-74,Post-graduate,Male,Yes,2,2/28/2004,10/26/2005,566,5
958,46,25-49,High school,Female,Yes,2,6/3/2005,10/28/2005,529,3
959,56,25-49,Some high school or less,Female,Yes,0,7/10/2005,2/3/2006,264,3
960,57,50-74,Some college,Female,No,3,10/20/2004,10/6/2006,546,6
961,70,75+,High school,Female,Yes,2,4/29/2004,8/11/2005,166,3
962,46,75+,Some high school or less,Female,Yes,0,10/21/2005,1/5/2006,75,2
963,53,50-74,High school,Female,No,1,4/12/2004,10/15/2006,270,3
964,59,75+,High school,Male,Yes,2,7/25/2005,7/25/2005,38,1
965,35,25-49,College,Female,Yes,2,6/3/2005,6/3/2005,103,1
966,58,50-74,Some high school or less,Male,Yes,3,6/28/2004,3/30/2006,374,5
967,56,25-49,Some college,Female,Yes,0,1/20/2004,7/21/2006,236,4
968,56,75+,Some college,Male,Yes,2,4/2/2005,7/6/2006,459,3
969,50,50-74,College,Female,No,0,6/22/2004,4/7/2005,340,4
970,18,25-49,Post-graduate,Male,No,0,7/4/2004,5/18/2005,484,3
971,23,25-49,High school,Female,No,1,10/14/2004,5/20/2005,217,3
972,51,50-74,Post-graduate,Male,No,2,6/25/2004,6/10/2005,799,8
973,44,50-74,Post-graduate,Male,No,0,8/17/2005,9/29/2006,209,3
974,35,75+,College,Male,No,0,9/7/2004,7/22/2006,401,4
975,46,75+,High school,Male,No,0,10/8/2004,3/25/2006,622,6
976,40,25-49,High school,Female,No,0,10/23/2004,7/24/2005,681,6
977,45,75+,Some college,Female,No,1,12/4/2004,11/8/2006,229,4
978,32,<25,Post-graduate,Male,Yes,0,8/6/2004,7/27/2006,754,7
979,37,<25,College,Female,No,0,3/22/2004,10/27/2005,205,3
980,65,25-49,High school,Male,Yes,3,1/13/2005,7/13/2006,228,4
981,65,75+,Some high school or less,Female,Yes,0,12/23/2004,10/13/2005,175,2
982,24,<25,High school,Female,Yes,0,4/28/2004,4/26/2005,265,2
983,69,75+,Some college,Male,Yes,3,10/11/2004,12/3/2006,294,3
984,37,<25,College,Female,Yes,0,3/22/2004,11/4/2005,392,6
985,56,50-74,Post-graduate,Female,No,2,2/6/2004,6/26/2006,997,9
986,15,<25,High school,Male,No,0,3/23/2005,5/18/2006,251,3
987,53,75+,College,Male,No,0,6/6/2004,1/26/2006,425,4
988,25,<25,College,Male,Yes,1,3/3/2004,9/19/2006,1061,9
989,48,75+,College,Male,No,0,11/10/2004,7/2/2006,300,5
990,48,50-74,High school,Male,No,0,9/14/2004,10/8/2006,1118,10
991,26,50-74,High school,Female,No,1,2/27/2004,8/13/2006,313,6
992,30,<25,College,Female,No,0,1/16/2005,5/10/2005,467,3
993,54,50-74,High school,Male,Yes,2,9/12/2005,6/23/2006,143,2
994,33,75+,High school,Male,No,0,2/28/2004,7/20/2006,443,6
995,40,<25,Some college,Male,Yes,1,2/16/2004,12/16/2006,446,6
996,56,50-74,High school,Female,No,0,6/28/2006,6/28/2006,23,1
997,56,25-49,Post-graduate,Male,Yes,2,3/7/2004,3/18/2005,195,3
998,24,<25,Post-graduate,Male,No,0,8/25/2005,9/30/2006,97,2
999,52,<25,College,Female,No,0,1/31/2005,1/31/2005,185,1
1000,36,50-74,Some high school or less,Male,No,3,4/7/2005,7/29/2006,187,2
